"Neighborhood","Venue Category","Venue","Neighborhood_Latitude","Neighborhood_Longitude","id","location.city","location.state","categories_name","categories_pluralName","location_crossStreet","location_formattedAddress","location_postalCode","location_address"
"Rajouri Garden","Indian","Bikanerwala",28.64867051,77.12272855,"4da087984977236a3f7fc596","New Delhi","Delhi","Indian Restaurant","Indian Restaurants","null","Rajouri Garden","null","Rajouri Garden"
"Golf Course Road","Bar","Jalsa Bar & Lounge",28.46658662,77.0939448,"4c2722f7c11dc9b63d242a24","New Delhi","Delhi","Bar","Bars","null","Golf Course Road",122002,"Golf Course Road"
"Gurgaon Road","Indian","Dhaba",28.551528,77.12199,"5ca8c1fc65211f002cfa4a01","New Delhi","Delhi","Indian Restaurant","Indian Restaurants","null","New Delhi 110037",110037,"null"
"DLF Mall Of India","South Indian","Shree Rathnam",28.567366,77.321231,"5ad5cc51065ef56dc7d1acb2","New Delhi","Delhi","South Indian Restaurant","South Indian Restaurants","null","DLF Mall Of India",201301,"DLF Mall Of India"
"Shalimar Bagh Club near shop in park mall","Indian","Shalimar bagh club",28.71188201,77.15793346,"50476c99e4b0fb33813c9e2b","New Delhi","Delhi","Indian Restaurant","Indian Restaurants","null","Shalimar Bagh Club near shop in park mall","null","Shalimar Bagh Club near shop in park mall"
"Baroda House","Indian","Bengali Market | ?????? ??????? | ????? ?????",28.62949841,77.23202049,"4ba05f35f964a520d16a37e3","New Delhi","Delhi","Indian Restaurant","Indian Restaurants","Babar Road","Bengali Market (Babar Road)",110001,"Bengali Market"
"Sector 40","South Indian","Anna Dosa Express",28.449333,77.057076,"5b730aa2535d6f002c157d7d","New Delhi","Delhi","South Indian Restaurant","South Indian Restaurants","null","Sector 40",122001,"Sector 40"
,"Indian","Sanjha Chulha",28.55453085,77.2420515,"4bc73a2c92b376b095424f3a","New Delhi","Delhi","Indian Restaurant","Indian Restaurants","null","India","null","null"
"pankha road","Indian","Aggarwal Restuarant",28.6089941,77.10229632,"4d7f385a6174a35df64b9603","New Delhi","Delhi","Indian Restaurant","Indian Restaurants","pankha road","Sewa Marg, Janak Puri (pankha road)","null","Sewa Marg, Janak Puri"
"Naraina","Indian","Bikanervala Naraina",28.63071066,77.13812202,"4d661b67c8dbec4a657eebcc","New Delhi","Delhi","Indian Restaurant","Indian Restaurants","null","Naraina","null","Naraina"
"Hauz Qazi","Chaat","Jb Kachori Wala",28.655712,77.229939,"5a0c14a859c4230d56a731ab","New Delhi","Delhi","Chaat Place","Chaat Places","null","New Delhi 110006",110006,"null"
"Sector 7","Indian","Shree Rathnam",28.70956007,77.12314291,"5155bb94e4b05d494061cf4e","New Delhi","Delhi","Indian Restaurant","Indian Restaurants","null","Sector 7","null","Sector 7"
,"Indian","Sham Sweets",28.46019788,77.08420011,"4ece601d9adf25445492fe89","New Delhi","Delhi","Indian Restaurant","Indian Restaurants","null","India","null","null"
,"Indian","Imly",28.653025,77.11886,"57adfb6c498e406863f19ab6","New Delhi","Delhi","Indian Restaurant","Indian Restaurants","null","New Delhi","null","null"
"Noida","Indian","Spice Circle",28.58295147,77.34337589,"4bc5f69d424195211b53031d","New Delhi","Delhi","Indian Restaurant","Indian Restaurants","null","Noida","null","null"
,"North Indian","Haldiram's tilak nagar",28.63898912,77.10113308,"54df577d498ef58d2110cb78","New Delhi","Delhi","North Indian Restaurant","North Indian Restaurants","null","India","null","null"
"Anandvas Shakurpur","Indian","Sankalp Restaurant",28.69998942,77.13750958,"5b75b20bbb8d36002d6e9fc2","New Delhi","Delhi","Indian Restaurant","Indian Restaurants","null","Shop no. 4, Vaishali Main Road, Metro Pillar No. 353, Near Kohat Metro Station",110034,"Shop no. 4, Vaishali Main Road, Metro Pillar No. 353, Near Kohat Metro Station"
"Rakesh Marg, Nehru Nagar","Indian","Madan Sweets",28.65354663,77.44451797,"4f96b32ce4b03068567fbd26","New Delhi","Delhi","Indian Restaurant","Indian Restaurants","Rakesh Marg, Nehru Nagar","K-Block (Rakesh Marg, Nehru Nagar)",201001,"K-Block"
"Gurgaon Road","Indian","Street Foods of India",28.56724052,77.11914245,"4eda38ad61af8a14b612d6ab","New Delhi","Delhi","Indian Restaurant","Indian Restaurants","null","Indira Gandhi Domestic Airport",110037,"Indira Gandhi Domestic Airport"
"Vivek vihar","BBQ","Barbeque Nation",28.66584001,77.30409395,"50b5d3dfe4b0cf2e772eb873","New Delhi","Delhi","BBQ Joint","BBQ Joints","Vivek vihar","Vivek vihar","null","null"
"Sector-18","Indian","Dana Choga",28.48230322,77.04953618,"4d16248725cda143466c6ed6","New Delhi","Delhi","Indian Restaurant","Indian Restaurants","Sector-18","P No. 5,6 Near Atul Kataria Chowk (Sector-18)",122001,"P No. 5,6 Near Atul Kataria Chowk"
,"Indian","Malabar Restaurant",28.439559,77.045396,"4fa2476de4b07ed2183fb19c","New Delhi","Delhi","Indian Restaurant","Indian Restaurants","null","India","null","null"
,"Indian","Suruchi Restaurant",28.64716846,77.18869324,"4eb5129930f8d0f18c2c8910","New Delhi","Delhi","Indian Restaurant","Indian Restaurants","null","India","null","null"
"Central Delhi","Indian","Karim's",28.64456911,77.19138783,"4ff9a5d4e4b01ead03348309","New Delhi","Delhi","Indian Restaurant","Indian Restaurants","null","Karol Bagh","null","Karol Bagh"
"Golf Course Road","Indian","Pind Punjabi",28.43958123,77.1033584,"5224c26211d2e3554cc296cb","New Delhi","Delhi","Indian Restaurant","Indian Restaurants","null","Golf Course Road","null","Golf Course Road"
"DLF Cyber City","Indian","Dhaba By Claridges",28.49536357,77.08873085,"52bfdfe511d2b057345a40f7","New Delhi","Delhi","Indian Restaurant","Indian Restaurants","DLF Cyber City","1st Floor, Cyber Hub (DLF Cyber City)","null","1st Floor, Cyber Hub"
"Gurgaon Road","Hotel","The Radisson Blu Plaza",28.5438333,77.1201521,"4b7183fcf964a520a74a2de3","New Delhi","Delhi","Hotel","Hotels","Nr. Delhi International Airport","Near Mahipalpur Extension Nh 8 (Nr. Delhi International Airport)",110037,"Near Mahipalpur Extension Nh 8"
"Gurgaon Road","Wine Bar","Mesa",28.551874,77.122219,"5e186a97cbc0720008a08ca7","New Delhi","Delhi","Wine Bar","Wine Bars","null","New Delhi 110037",110037,"null"
"DLF Cybercity","Plaza","DLF CyberHub",28.49534175,77.08874128,"5257ea5111d20d6aea85a5b6","New Delhi","Delhi","Plaza","Plazas","null","DLF Cybercity","null","DLF Cybercity"
"Global Foyer","Brewery","Manhattan",28.46031497,77.09593565,"520e6c1311d2784e72998892","New Delhi","Delhi","Brewery","Breweries","null","Global Foyer","null","Global Foyer"
"Two Horizon Center","Whisky Bar","Whisky Samba",28.45124118,77.09752582,"588af994fc5a5f6b3d4a6217","New Delhi","Delhi","Whisky Bar","Whisky Bars","null","Two Horizon Center","null","Two Horizon Center"
"Ring Road","Lounge","Regency Club @ Hyatt Regency",28.56868683,77.18524698,"4e6147b8b993678bb5d9d67e","New Delhi","Delhi","Lounge","Lounges","Ring Road","Bhikaji Cama Palace (Ring Road)","null","Bhikaji Cama Palace"
"Lodhi Road","Hotel","The Lodhi Hotel",28.59166875,77.2381313,"4bd78af3304fce7284b033ab","New Delhi","Delhi","Hotel","Hotels","null","Lodhi Road","110 003","Lodhi Road"
"Country Inn","Lounge","The 3b'z Swimming Pool Lounge",28.649228,77.33967171,"4eac1e0adab40d1326f1ea8f","New Delhi","Delhi","Lounge","Lounges","null","Country Inn","null","Country Inn"
"Vasant Vihar","Nightlife","Priya's Complex",28.55749997,77.16416805,"4e22a5daa80968cf3e4c53cc","New Delhi","Delhi","Nightlife Spot","Nightlife Spots","null","Vasant Vihar","null","Vasant Vihar"
"Baroda House","Bar","Ministry of Beer (MOB)",28.63342,77.222337,"58d5253e51666a074399a832","New Delhi","Delhi","Bar","Bars","CP","M44 (CP)",110001,"M44"
"Chanakyapuri","Cocktail","Library Bar",28.5801162,77.18979479,"4dad79eca86e0d401b87d86d","New Delhi","Delhi","Cocktail Bar","Cocktail Bars","null","Africa Avenue","null","Africa Avenue"
"D.E.S.U. Colony","Mall","District Center, Janak Place",28.63631005,77.06295582,"4be42e4e9026ef3bb69b0a38","New Delhi","Delhi","Shopping Mall","Shopping Malls","null","Janakpuri",110058,"Janakpuri"
"DLF CyberHub","Wine Bar","The Wine Company",28.49610817,77.08907331,"52a9708311d28fc3a88dfb6f","New Delhi","Delhi","Wine Bar","Wine Bars","DLF CyberHub","22-23, DLF CyberHub, DLF Cyber City (DLF CyberHub)",122002,"22-23, DLF CyberHub, DLF Cyber City"
,"Nightclub","rohini sec 17",28.74298015,77.11978298,"4dcd8d111f6eb12270644992","New Delhi","Delhi","Nightclub","Nightclubs","null","Delhi","null","null"
,"Wine Bar","Perch",28.55894407,77.16426342,"5724d005498eb1720b8b5407","New Delhi","Delhi","Wine Bar","Wine Bars","null","India","null","null"
"Delhi High Court","Bar","Cirrus 9",28.596556,77.239665,"5ad89069947c05515de2beed","New Delhi","Delhi","Bar","Bars","null","New Delhi 110003",110003,"null"
,"Italian","Jamie�s Italian",28.5411326,77.15525956,"56446528498e8b523b385839","New Delhi","Delhi","Italian Restaurant","Italian Restaurants","null","India","null","null"
"Ground Floor, South Point Mall","Bar","Open Tap",28.448053,77.099494,"5d1751a23f9ff70023b222be","New Delhi","Delhi","Bar","Bars","null","Ground Floor, South Point Mall",122002,"Ground Floor, South Point Mall"
,"Bar","Q'La",28.5272807,77.18579522,"5565be41498e8dbbc0fee0ba","New Delhi","Delhi","Bar","Bars","null","New Delhi","null","null"
"Plot No. 363-364 Near Huda City Center Metro Stati","Hotel Bar","Raise The Bar",28.461895,77.067504,"5c13cbace65d0c002c8f2584","New Delhi","Delhi","Hotel Bar","Hotel Bars","Plot No. 363-364 Near Huda City Center Metro Stati","Roof Top (Plot No. 363-364 Near Huda City Center Metro Stati)",122009,"Roof Top"
"Sushant Lok 1","Lounge","Uptown Fresh Beer Cafe",28.46748322,77.08136252,"568152b2498eb9bf82738a9d","New Delhi","Delhi","Lounge","Lounges","Sushant Lok 1","Galleria Market (Sushant Lok 1)",122002,"Galleria Market"
"Baroda House","Cocktail","Connaught Clubhouse",28.627108,77.22053,"5e087382210ce30008382c7b","New Delhi","Delhi","Cocktail Bar","Cocktail Bars","null","New Delhi 110001",110001,"null"
,"Beer Garden","The Clock Tower",28.44805029,77.10063405,"57c28ddb498eefb2307e5168","New Delhi","Delhi","Beer Garden","Beer Gardens","null","India","null","null"
"Gurugram 122002","Pub","The Drunken Botanist",28.49397399,77.08847053,"5ae4a96a033693002cc09cd0","New Delhi","Delhi","Pub","Pubs","null","Gurugram 122002",122002,"null"
"Noida 201301","Pub","I Sacked Newton",28.574015,77.35398,"5b2b9b3e48b04e003416e969","New Delhi","Delhi","Pub","Pubs","null","Noida 201301",201301,"null"
"Supermart 1","Beer Bar","The Beer Cafe",28.462372,77.087827,"57c6e9a2498eef8a2d884925","New Delhi","Delhi","Beer Bar","Beer Bars","null","Supermart 1","null","Supermart 1"
"Nauroji Nagar","Bar","Antidot Waterbar Cafe",28.55934,77.19576,"5c893dc89b0473002c16cb65","New Delhi","Delhi","Bar","Bars","null","New Delhi 110029",110029,"null"
"Baroda House","Lounge","Q'BA",28.63195635,77.22110346,"4beadc27a9900f476b061740","New Delhi","Delhi","Lounge","Lounges","Inner Circle","E 42/43 Connaught Place (Inner Circle)",110001,"E 42/43 Connaught Place"
"Andrewsganj","Bar","Ruin By Imperfecto",28.564056,77.224349,"5a199f91dab4b138e5aad066","New Delhi","Delhi","Bar","Bars","null","New Delhi 110049",110049,"null"
"Anand Niketan","Lounge","Samaya Lounge",28.597078,77.17411,"5cc9a7050868a2002cddcaa3","New Delhi","Delhi","Lounge","Lounges","null","New Delhi 110021",110021,"null"
"The Leela new delhi","Hotel Bar","Royal Club Lounge at the Leela",28.57975345,77.18934871,"4f0b20b6e4b0540ca4d0e9ff","New Delhi","Delhi","Hotel Bar","Hotel Bars","null","The Leela new delhi","null","The Leela new delhi"
"Gurugram 122011","Bar","Retro Metro",28.44366,77.10189,"5a181657f0b4905fe1753a53","New Delhi","Delhi","Bar","Bars","null","Gurugram 122011",122011,"null"
"Gurugram 122018","Brewery","Brewocrat",28.420406,77.05001,"5c939b69947c05002b73c67c","New Delhi","Delhi","Brewery","Breweries","null","Gurugram 122018",122018,"null"
"Cyber hub","Brewery","quaff",28.49421763,77.08777573,"57179704498eda22e03d12bb","New Delhi","Delhi","Brewery","Breweries","null","Cyber hub",122002,"Cyber hub"
"Panchsheel Park","Lounge","Panchsheel Club",28.54407873,77.21039061,"4ef350e846901f7080972d00","New Delhi","Delhi","Lounge","Lounges","null","Panchsheel Park","null","Panchsheel Park"
"Anandvas Shakurpur","Bar","Pitam Pura Club",28.69030685,77.11710845,"4e5677bd1f6ecd24d013bba2","New Delhi","Delhi","Bar","Bars","null","New Delhi 110034",110034,"null"
"1st Floor, Sector 30","Brewery","Bottles & Barrels",28.4605653,77.05174376,"5634df57498e155da85f3ee9","New Delhi","Delhi","Brewery","Breweries","1st Floor, Sector 30","Star Tower (1st Floor, Sector 30)","null","Star Tower"
,"Beer Bar","Beer Cafe",28.599689,77.226477,"57e4de16498e8c00c108239a","New Delhi","Delhi","Beer Bar","Beer Bars","null","India","null","null"
,"Cocktail","Deli Belly",28.53956853,77.28902675,"526293b9498e22281351b384","New Delhi","Delhi","Cocktail Bar","Cocktail Bars","null","India","null","null"
"Safdarjung Enclave","Nightclub","Safdarjung Club",28.56388108,77.19605175,"4d1dfbf8f7a9a143ca97159f","New Delhi","Delhi","Nightclub","Nightclubs","null","Safdarjung Enclave","null","Safdarjung Enclave"
"C.C.I.","Hookah Bar","Chill'm",28.68410873,77.20472988,"4d441f7e2e326ea811b3e0a6","New Delhi","Delhi","Hookah Bar","Hookah Bars","null","38, Bunglow road, kamla nagar",110007,"38, Bunglow road, kamla nagar"
"Shooting Range Road","Bar","Easy",28.48989591,77.28425444,"5486ebe6498e5509cac222d3","New Delhi","Delhi","Bar","Bars","Shooting Range Road","Vivanta by Taj - Surajkund (Shooting Range Road)",121009,"Vivanta by Taj - Surajkund"
"Sahibabad","Bar","M4U",28.67874586,77.35889236,"50e6e18ae4b0d16820b3b0bb","New Delhi","Delhi","Bar","Bars","Sahibabad","M4U (Sahibabad)","null","M4U"
,"Nightclub","informal",28.62710941,77.22037136,"55e9bfc6498eaad43626064b","New Delhi","Delhi","Nightclub","Nightclubs","null","India","null","null"
"Anand Niketan","Nightclub","Lap The Club",28.5966841,77.19786853,"4c07faf25ac29c7429c202a8","New Delhi","Delhi","Nightclub","Nightclubs","Chanakya Puri","Samrat Hotel, Kautilya Marg, (Chanakya Puri)",110021,"Samrat Hotel, Kautilya Marg,"
,"Nightclub","The nest @the Qutub",28.5295747,77.19398849,"561aa0e0498e1bc38c088029","New Delhi","Delhi","Nightclub","Nightclubs","null","India","null","null"
"Golf Course Extension Road","Nightclub","Bootleggers Republic",28.41651762,77.08905011,"5b76ecf38c812a002c55899a","New Delhi","Delhi","Nightclub","Nightclubs","Golf Course Extension Road","Rajesh Pilot Chowk, , Sector 62 (Golf Course Extension Road)",122102,"Rajesh Pilot Chowk, , Sector 62"
"Gadaipur","Nightclub","Shroom",28.52480938,77.19058255,"4ebabfa44690c3136232f885","New Delhi","Delhi","Nightclub","Nightclubs","Mehrauli","3rd Floor, Crescent Mall, Lado Sarai (Mehrauli)",110030,"3rd Floor, Crescent Mall, Lado Sarai"
,"Nightclub","Ikka Studio",28.648046,77.11978,"5687fc4c498e7291c0a8b077","New Delhi","Delhi","Nightclub","Nightclubs","null","India","null","null"
"Baroda House","Nightclub","Privee",28.62315126,77.2174633,"567c0a91498e836ef75ceacc","New Delhi","Delhi","Nightclub","Nightclubs","null","New Delhi 110001",110001,"null"
"New Friends Colony","Nightclub","Club bBE",28.561922,77.269884,"52f55acd498ebea0a2dbac2d","New Delhi","Delhi","Nightclub","Nightclubs","New Friends Colony","Surya Hotel (New Friends Colony)","null","Surya Hotel"
"Janpath","Nightclub","hall of fame",28.62153633,77.21731172,"5671c432498e0b66bfa1e331","New Delhi","Delhi","Nightclub","Nightclubs","Janpath","Royal Plaza Hotel (Janpath)","null","Royal Plaza Hotel"
,"Nightclub","yes minister",28.54370085,77.20205164,"566edd60498eca4016e1f29e","New Delhi","Delhi","Nightclub","Nightclubs","null","India","null","null"
"Masood Pur","Nightclub","G Bar",28.53884857,77.15189369,"518553b0498e2061f2e9b085","New Delhi","Delhi","Nightclub","Nightclubs","null","The Grand, Vasant Kunj",110070,"The Grand, Vasant Kunj"
"Green Park Market","Nightclub","Levels Hkv",28.554035,77.194663,"5984a929e96d0c5653a98075","New Delhi","Delhi","Nightclub","Nightclubs","null","30a Hauz Khas Village",110016,"30a Hauz Khas Village"
,"Nightclub","Kuki Pure",28.5376576,77.23913729,"4c6ee757d274b60c95f4d40d","New Delhi","Delhi","Nightclub","Nightclubs","null","Delhi","null","null"
"Anand Niketan","Nightclub","Noi",28.584469,77.190758,"5b37cfac872f7d002c902060","New Delhi","Delhi","Nightclub","Nightclubs","null","Chanakya",110021,"Chanakya"
"Andrewsganj","Nightclub","Studio Xo",28.56769,77.22414,"5b43aca76f0aa2002c24258a","New Delhi","Delhi","Nightclub","Nightclubs","null","New Delhi 110049",110049,"null"
"Alaknanda","Nightclub","JYNXXX",28.55002942,77.24933576,"4cffa6c8f7b38cfa9093cac3","New Delhi","Delhi","Nightclub","Nightclubs","Hotel Intercontinental Eros","S-1, American Plaza (Hotel Intercontinental Eros)",110019,"S-1, American Plaza"
"NFC","Nightclub","Club-BW, Hotel Suryaa",28.6418992,77.21463377,"541324ec498ed0caa1af8440","New Delhi","Delhi","Nightclub","Nightclubs","NFC","Hotel Suryaa (NFC)","null","Hotel Suryaa"
"Alaknanda","Nightclub","Mnky Houz",28.5498,77.249281,"5c82eafd5bc27d00257bbae1","New Delhi","Delhi","Nightclub","Nightclubs","null","New Delhi 110019",110019,"null"
,"Nightclub","Blue Sapphire",28.48133274,77.10041939,"4eac5e40991107f63cfdaf04","New Delhi","Delhi","Nightclub","Nightclubs","null","India","null","null"
,"Nightclub","Club Sirrocco",28.5202981,77.16519097,"4dde8bc0c65bb2aa7392c9d4","New Delhi","Delhi","Nightclub","Nightclubs","null","New Delhi","null","null"
"Sector 29 market","Nightclub","Prankster",28.46930023,77.06347594,"57ffb0d938fab71baa403997","New Delhi","Delhi","Nightclub","Nightclubs","null","Sector 29 market","null","Sector 29 market"
"Punjabi Bagh","Nightclub","Raftaar Lounge & Bar",28.665998,77.12637,"577d4121498e78dc349b7925","New Delhi","Delhi","Nightclub","Nightclubs","Punjabi Bagh","Club Road (Punjabi Bagh)","null","Club Road"
"Alaknanda","Nightclub","Roar",28.550203,77.248921,"5cbf6e7635d3fc002cde9d70","New Delhi","Delhi","Nightclub","Nightclubs","null","New Delhi 110019",110019,"null"
"Andrewsganj","Nightclub","Kaama Klub",28.562155,77.22435,"5a92bff29de23b1d7c0a2a46","New Delhi","Delhi","Nightclub","Nightclubs","null","New Delhi 110049",110049,"null"
,"Nightclub","Third EYe",28.55006356,77.24977354,"52c459cc498ebc5c6330832f","New Delhi","Delhi","Nightclub","Nightclubs","null","India","null","null"
"Sector 38A","Nightclub","Reverb",28.56802007,77.32564186,"4ca5fb4c7334236a08181b58","New Delhi","Delhi","Nightclub","Nightclubs","Sector 38A","The Great India Place (Sector 38A)",201301,"The Great India Place"
"Kingdom Of dream","Nightclub","Shosha",28.467833,77.068226,"56e31c09498e872698b6a9d6","New Delhi","Delhi","Nightclub","Nightclubs","null","Kingdom Of dream","null","Kingdom Of dream"
"Ambience Island","Nightclub","Club Xs",28.499546,77.107839,"5dc719d00b8c8d0008de94ac","New Delhi","Delhi","Nightclub","Nightclubs","Ambience Island","Ambience Island",122002,"null"
"Dwarka, Sector 13","Nightclub","ASOM - A State of Music",28.59656584,77.03599022,"5400b5ba498eb6b67d7c6a21","New Delhi","Delhi","Nightclub","Nightclubs","null","Dwarka, Sector 13","null","Dwarka, Sector 13"
"Gurgaon Road","Nightclub","Toy Room",28.551946,77.123506,"5c55fd1b9e0d54002c1613d5","New Delhi","Delhi","Nightclub","Nightclubs","null","New Delhi 110037",110037,"null"
"Nehru Place","Nightclub","third eye",28.61999955,77.01909872,"52b732f6498edbe6eb692c30","New Delhi","Delhi","Nightclub","Nightclubs","Nehru Place","Intercontinental (Nehru Place)","null","Intercontinental"
