"Neighborhood","Venue Category","Venue","location_address","Neighborhood_Latitude","Neighborhood_Longitude","id","location_postalCode","location_city","location_state","location_country","location_formattedAddress","categories_name","categories_pluralName","categories_shortName","location_crossStreet","location_neighborhood",,,,,,,,
,"Plaza","Sector 21","null",19.05735547,73.06747419,"4ec8e029d3e3e131f3e5f3ce","null","Mumbai","Maharashtra","India","India","Plaza","Plazas","Plaza","null",,,,,,,,,
"Adlabs Home","Plaza","659's Personal Theatre","Adlabs Home",18.97089188,73.0643442,"52b7f3ee498e483d059bf93f","null","Mumbai","Maharashtra","India","Adlabs Home","Plaza","Plazas","Plaza","null","Adlabs Home",,,,,,,,
"Goregaon (W)","Plaza","Oshiwara Industrial Centre","Off New Link Road",19.14889799,72.82914162,"4f312e42e4b09c40b38736bf",400104,"Mumbai","Maharashtra","India","Off New Link Road (Goregaon (W))","Plaza","Plazas","Plaza","Goregaon (W)","Goregaon (W)",,,,,,,,
,"Plaza","Its Photobooth","null",19.01723756,72.85808177,"4f612a27e4b06b1a176ee97e","null","Mumbai","Maharashtra","India","India","Plaza","Plazas","Plaza","null",,,,,,,,,
"Mulund West","Plaza","Mulund Vegetable Market","Mulund West",19.17467308,72.9431076,"51865d45498ee8df0f32d309","null","Mumbai","Maharashtra","India","Mulund West","Plaza","Plazas","Plaza","null","Mulund West",,,,,,,,
,"Plaza","Gokuldham Shopping Centre","null",19.26924059,72.87140855,"4f118d56e4b067f66fafa180","null","Mumbai","Maharashtra","India","India","Plaza","Plazas","Plaza","null",,,,,,,,,
,"Plaza","Thane Mulund Cheknaka","null",19.18270616,72.95388548,"50d09d27e4b01ebdba98d0b3","null","Mumbai","Maharashtra","India","India","Plaza","Plazas","Plaza","null",,,,,,,,,
,"Plaza","Gills","null",18.9865332,72.84332915,"4f4fa9e2e4b0162f4e2d51f8","null","Mumbai","Maharashtra","India","India","Plaza","Plazas","Plaza","null",,,,,,,,,
,"Plaza","Courtyard @ Dasra Catalyst for Social Change","null",19.08612599,72.83174912,"4f4dd657e4b0393387526baa","null","Mumbai","Maharashtra","India","India","Plaza","Plazas","Plaza","null",,,,,,,,,
,"Coworking Space","Paragon Centre","null",19.00567424,72.82464415,"4bdeb9cc6198c9b6279814ff","null","Mumbai","Maharashtra","India","India","Coworking Space","Coworking Spaces","Coworking Space","null",,,,,,,,,
"Off Maharshi Karve Road","Library","Dr H D Kanga Memorial Library","Off Maharshi Karve Road",18.9388,72.82589,"4b0587d3f964a52027a322e3","400 020","Mumbai","Maharashtra","India","Off Maharshi Karve Road","Library","Libraries","Library","null","Off Maharshi Karve Road",,,,,,,,
,"Library","Central Library","null",18.93176533,72.83578229,"51165f11e4b0f9aea16244f8","null","Mumbai","Maharashtra","India","India","Library","Libraries","Library","null",,,,,,,,,
,"Library","Vasant Smruti IAS Academy","null",19.01774938,72.8421002,"52f70ff4498ed83162814078","null","Mumbai","Maharashtra","India","India","Library","Libraries","Library","null",,,,,,,,,
"Fuller Road","Library","Elphinstone College [Maharashtra State Archives]","Mahatma Gandhi Road",18.92746746,72.8314087,"50d422fbe4b0ddbb9c1b8f6c","null","Mumbai","Maharashtra","India","Mahatma Gandhi Road (Fuller Road)","Library","Libraries","Library","Fuller Road","Fuller Road",,,,,,,,
,"Library","willingdon library","null",18.97225538,72.815033,"55f7cfe9498ec10803aac2ad","null","Mumbai","Maharashtra","India","India","Library","Libraries","Library","null",,,,,,,,,
"Goregaon West","Library","Self Study Library","19, Prasad shopping centre, First floor Kakaji Nagar",19.164423,72.848915,"5c82689cd41bb7002c758e9a",400047,"Mumbai","Maharashtra","India","19, Prasad shopping centre, First floor Kakaji Nagar (Opposite Goregaon Railway Station,)","Library","Libraries","Library","Opposite Goregaon Railway Station,","Goregaon West",,,,,,,,
,"Library","State District Library","null",19.11090562,72.86279526,"4bceef2afb84c9b6a17c243e","null","Mumbai","Maharashtra","India","Mumbai","Library","Libraries","Library","null",,,,,,,,,
"Malad West","Library","Triumph Library","null",19.180004,72.84648,"58d948d85804ea07046a26e2",400064,"Mumbai","Maharashtra","India","Mumbai 400064","Library","Libraries","Library","null","Malad West",,,,,,,,
"Naigaon","Temple","Lodha Dham","Mumbai-Ahmedabad Highway, Next To Annapurna Hotel",19.33772523,72.8937682,"51cd0981498e4bec6b541f17",401208,"Mumbai","Maharashtra","India","Mumbai-Ahmedabad Highway, Next To Annapurna Hotel (Naigaon)","Temple","Temples","Temple","Naigaon","Naigaon",,,,,,,,
,"Library","Gyan Vihar Library","null",19.2328186,72.85468292,"4f811a95e4b00084db06eef0","null","Mumbai","Maharashtra","India","India","Library","Libraries","Library","null",,,,,,,,,
,"Library","Asiatic Library","null",18.93280897,72.83525146,"50cf6936e4b054c08e1540b5","null","Mumbai","Maharashtra","India","India","Library","Libraries","Library","null",,,,,,,,,
"Road No 14, Goregaon (West)","Library","Prof. Shukla's Library","5th Floor, I. B. Patel School, Jawahar Nagar",19.15792821,72.8478688,"4d7e5941fb38a0903d4229f4",400062,"Mumbai","Maharashtra","India","5th Floor, I. B. Patel School, Jawahar Nagar (Road No 14, Goregaon (West))","Library","Libraries","Library","Road No 14, Goregaon (West)","Road No 14, Goregaon (West)",,,,,,,,
"Kala Ghoda","Landmark","David Sassoon Library & Reading Room","152 Mahatma Gandhi Road",18.92772506,72.83106365,"4b0587d2f964a52002a322e3","400 023","Mumbai","Maharashtra","India","152 Mahatma Gandhi Road (off David Sassoon Library Marg, Kala Ghoda)","Monument / Landmark","Monuments / Landmarks","Landmark","off David Sassoon Library Marg, Kala Ghoda","Kala Ghoda",,,,,,,,
"Worli","Student Center","Sasmira","Old Passport Office, Sasmira Marg, Sasmira Rd, Municipal Colony, Worli Shivaji Nagar, Worli",19.01145833,72.82045014,"4d3ebb156b3d236aad027564",400030,"Mumbai","Maharashtra","India","Old Passport Office, Sasmira Marg, Sasmira Rd, Municipal Colony, Worli Shivaji Nagar, Worli (Worli)","Student Center","Student Centers","Student Center","Worli","Worli",,,,,,,,
"Flora Fountain","Library","united India Insurance Co.","Mehta House",18.9296,72.8339,"523bf915498e5869be413b2b","null","Mumbai","Maharashtra","India","Mehta House (Flora Fountain)","Library","Libraries","Library","Flora Fountain","Flora Fountain",,,,,,,,
"Homi Bhabha Road, Navy Nagar","University","Tata Institute of Fundamental Research","Homi Bhabha Road, Navy Nagar",18.90776149,72.80632539,"4ee91276be7b208528d33162",400005,"Mumbai","Maharashtra","India","Homi Bhabha Road, Navy Nagar","University","Universities","University","null","Homi Bhabha Road, Navy Nagar",,,,,,,,
"Devidayal Road, Mulund West","Library","ICAI Library","LLM Hostel, Gr Floor, Opp Bank of India,",19.17554954,72.94926605,"4e69c3471f6e1e74e3ec58e9",400080,"Mumbai","Maharashtra","India","LLM Hostel, Gr Floor, Opp Bank of India, (Devidayal Road, Mulund West)","Library","Libraries","Library","Devidayal Road, Mulund West","Devidayal Road, Mulund West",,,,,,,,
,"Library","Life's Learnings - Inspired by millions","null",19.17650739,72.83762864,"505ffcabe4b07e3a19ef83b8","null","Mumbai","Maharashtra","India","Mumbai","Library","Libraries","Library","null",,,,,,,,,
,"Library","A Library","null",19.22257463,72.96362578,"4decaead22713dd973cb5cc8","null","Mumbai","Maharashtra","India","India","Library","Libraries","Library","null",,,,,,,,,
,"Library","Library, Bharat Vikas Parishad","null",19.11163559,72.87443726,"50a62061e4b06c2ca793a25c","null","Mumbai","Maharashtra","India","India","Library","Libraries","Library","null",,,,,,,,,
"Glady Alwares Rd.","Library","Just Books","Shop 4 Block 2, Emerald Plaza, Hiranandani Meadows",19.22686828,72.97013063,"4ec900dfe300719916e0b93b",400607,"Mumbai","Maharashtra","India","Shop 4 Block 2, Emerald Plaza, Hiranandani Meadows (Glady Alwares Rd.)","Library","Libraries","Library","Glady Alwares Rd.","Glady Alwares Rd.",,,,,,,,
,"Library","Ranchoddas Lotvala Library","null",18.95775795,72.81817627,"534be20d498ee2336f295478","null","Mumbai","Maharashtra","India","India","Library","Libraries","Library","null",,,,,,,,,
"D. N. Nagar, Andheri west","Library","The Lounge","The Club",19.11874395,72.83983269,"4e2aca54aeb745b1fabbd5d9",400053,"Mumbai","Maharashtra","India","The Club (D. N. Nagar, Andheri west)","Library","Libraries","Library","D. N. Nagar, Andheri west","D. N. Nagar, Andheri west",,,,,,,,
"College Street","Library","Dadar Library","null",19.02504321,72.83795751,"51319900e4b0ed892ff07fe8","null","Mumbai","Maharashtra","India","College Street","Library","Libraries","Library","College Street","College Street",,,,,,,,
"Thane West","Library","Abhyasika Library","null",19.21935761,72.97018253,"4e71ab61a8090a3f736a20cc","null","Mumbai","Maharashtra","India","Thane West","Library","Libraries","Library","null","Thane West",,,,,,,,
"Malbar Hill","Library","Malbar Hill Kala Krida Kendra","null",18.94907052,72.79716735,"5114ba07e4b04c3d57cff275","null","Mumbai","Maharashtra","India","India","Library","Libraries","Library","null","Malbar Hill",,,,,,,,
"Near Ulhasnagar railway station","Library","Smt. Chandibai Himatlal Mansukhani college","Near Ulhasnagar railway station",19.22005215,73.16315773,"4c05c0e68f8fa5931865f20d",421003,"Mumbai","Maharashtra","India","Near Ulhasnagar railway station","Library","Libraries","Library","null","Near Ulhasnagar railway station",,,,,,,,
"Kandivali West","Library","Hitwardhak Mandal Library","Hitwardhak Mandal",,19.20263521,72.84856796,"4fa7f78de4b0baf7cf1e1f32",400067,"Mumbai","Maharashtra","India","Hitwardhak Mandal"," (SV Road"," Opp Balbharti School"," Kandivali West)","Library","Libraries","Library","SV Road"," Opp Balbharti School"," Kandivali West","Kandivali West",,
,"Library","NCPA Reference Library","null",18.925873,72.820764,"5444ad7f498e12eec6aecc43","null","Mumbai","Maharashtra","India","India","Library","Libraries","Library","null",,,,,,,,,
,"Library","Pai's Friends Library","null",19.21446498,73.09276048,"52a87e0911d25ead24ec5baf","null","Mumbai","Maharashtra","India","India","Library","Libraries","Library","null",,,,,,,,,
,"Library","Samarpan Library","null",19.16900688,72.95901231,"4ef04c5fbe7ba3ed7b7cb997","null","Mumbai","Maharashtra","India","India","Library","Libraries","Library","null",,,,,,,,,
"DY Patil Dental college.","Library","Dental Library","DY Patil Dental college.",19.04627912,73.02450366,"4f2a1235e4b0d07754703dc1","null","Mumbai","Maharashtra","India","DY Patil Dental college.","Library","Libraries","Library","null","DY Patil Dental college.",,,,,,,,
,"Library","Sarvodaya Video Library","null",19.07038814,72.82855832,"4e314eb4e4cde9495fd063cb","null","Mumbai","Maharashtra","India","India","Library","Libraries","Library","null",,,,,,,,,
"Kopri Colony","Library","anandibai gopalrav joshi library","Kopri Colony",19.183498,72.97916,"536a4629498e7cd8cfcb5734","null","Mumbai","Maharashtra","India","Kopri Colony","Library","Libraries","Library","null","Kopri Colony",,,,,,,,
"Opp.Goa Portuguese","Library","Dr.Dhananjay keer abhyasikha(library)","Muncipal School For Deaf",19.03141785,72.83853912,"53a1671c498ed181ccb10582",400016,"Mumbai","Maharashtra","India","Muncipal School For Deaf (Opp.Goa Portuguese)","Library","Libraries","Library","Opp.Goa Portuguese","Opp.Goa Portuguese",,,,,,,,
"at Mahatma Jyotiba Phule Road","Library","Mumbai Marathi Grantha Sangrahalaya","172 Mumbai Marathi Grantha Sangrahalaya Road",19.0136594,72.84654379,"4fd216d5e4b0ce6ecaec616b",400014,"Mumbai","Maharashtra","India","172 Mumbai Marathi Grantha Sangrahalaya Road (at Mahatma Jyotiba Phule Road)","Library","Libraries","Library","at Mahatma Jyotiba Phule Road","at Mahatma Jyotiba Phule Road",,,,,,,,
,"Library","Rcf library","null",19.04477078,72.90081718,"4ff43a8ce4b0a0306af79778","null","Mumbai","Maharashtra","India","India","Library","Libraries","Library","null",,,,,,,,,
"Nava Gaon, Borivali","Library","The Neighbourhood Library","Amisha Apartment",19.2503851,72.85475284,"5194ec20498ec406e0098c31","null","Mumbai","Maharashtra","India","Amisha Apartment (Nava Gaon, Borivali)","Library","Libraries","Library","Nava Gaon, Borivali","Nava Gaon, Borivali",,,,,,,,
,"Library","Vasai Nagar Library and Student Developement Hub","null",19.39195781,72.82486547,"50c6e10be4b0c262e041dd4b","null","Mumbai","Maharashtra","India","India","Library","Libraries","Library","null",,,,,,,,,
"Evershine nagar","Library","Evershine Book Store","Evershine nagar",19.19251005,72.83717859,"4dd1316d183899ddfb16089c","null","Mumbai","Maharashtra","India","Evershine nagar","Library","Libraries","Library","null","Evershine nagar",,,,,,,,
,"Library","Almeida Library","null",19.19888769,72.97354445,"502e86dfe4b0265f8b0ba548","null","Mumbai","Maharashtra","India","India","Library","Libraries","Library","null",,,,,,,,,
,"Library","Jenesis","null",19.10565541,72.85036228,"4f1af48ce4b07beffd6ffa30","null","Mumbai","Maharashtra","India","India","Library","Libraries","Library","null",,,,,,,,,
"Santacruz (W)","School","Euro Kids","Gurdwara Road, Dhan Pothohar Nagar",19.070797,72.836655,"4db64e164b226b343db26177","null","Mumbai","Maharashtra","India","Gurdwara Road, Dhan Pothohar Nagar (Santacruz (W))","School","Schools","School","Santacruz (W)","Santacruz (W)",,,,,,,,
"Khar (W)","High School","Kamla High School","11th Road, Opposite Madhu Garden",19.07075424,72.83640543,"4ddc810ed4c082f960c8efb0",400052,"Mumbai","Maharashtra","India","11th Road, Opposite Madhu Garden (Khar (W))","High School","High Schools","High School","Khar (W)","Khar (W)",,,,,,,,
"Off Western Express Highway","Design","Wordcrafts","Shraddha 3A, Thakur Complex, Kandivali East",19.21227136,72.86328077,"4ea26c0da17c50a15caa9f0a",400101,"Mumbai","Maharashtra","India","Shraddha 3A, Thakur Complex, Kandivali East (Asha Nagar, Off Western Express Highway)","Design Studio","Design Studios","Design","Asha Nagar, Off Western Express Highway","Off Western Express Highway",,,,,,,,
"Opp. Bianca Tower,","Bookstore","Rayzyn Book Shop & Library","Opp. Bianca Tower,",19.13889542,72.81442408,"4dbd60cd5da3ff58ec615854",400061,"Mumbai","Maharashtra","India","Opp. Bianca Tower,","Bookstore","Bookstores","Bookstore",,"Opp. Bianca Tower,",,,,,,,,
"Kohinoor City","Hospital","kohinoor hospital","Kohinoor City",19.07671708,72.88627483,"53304806498e643c06ecae0d","null","Mumbai","Maharashtra","India","Kohinoor City","Hospital","Hospitals","Hospital","null","Kohinoor City",,,,,,,,
"Prarthana Samaj, Girgaon","Hospital","Sir H. N. Reliance Foundation Hospital and Research Centre","Raja Rammohan Roy Road",18.9588155,72.82023382,"55928d98498e3756c360c5aa",400004,"Mumbai","Maharashtra","India","Raja Rammohan Roy Road (Prarthana Samaj, Girgaon)","Hospital","Hospitals","Hospital","Prarthana Samaj, Girgaon","Prarthana Samaj, Girgaon",,,,,,,,
"Shaheed Gurupant Yelmane Chowk","Hospital","Bhatia General Hospital","Tardeo Road",18.96557543,72.8132646,"4e321d397d8bf5432e393cd2",400007,"Mumbai","Maharashtra","India","Tardeo Road (Shaheed Gurupant Yelmane Chowk)","Hospital","Hospitals","Hospital","Shaheed Gurupant Yelmane Chowk","Shaheed Gurupant Yelmane Chowk",,,,,,,,
"Vile Parle","Hospital","Nanavati Hospital","SV Road",19.09588733,72.83991924,"4e047336d4c06844661a0cd7","null","Mumbai","Maharashtra","India","SV Road (Vile Parle)","Hospital","Hospitals","Hospital","Vile Parle","Vile Parle",,,,,,,,
"Opposite Charni Ro. Station","Hospital","Saifee Hospital","Opposite Charni Ro. Station",18.95255432,72.81793382,"4bba1cab1261d13ac93cea98","null","Mumbai","Maharashtra","India","Opposite Charni Ro. Station","Hospital","Hospitals","Hospital","null","Opposite Charni Ro. Station",,,,,,,,
"Rao Saheb Achutrao Patwardhan Marg","Hospital","Kokilaben Dhirubhai Ambani Hospital & Medical Research Institute","Rao Saheb Achutrao Patwardhan Marg",19.13087485,72.82509783,"4b0587e5f964a52028a622e3","400 053","Mumbai","Maharashtra","India","Rao Saheb Achutrao Patwardhan Marg","Hospital","Hospitals","Hospital","null","Rao Saheb Achutrao Patwardhan Marg",,,,,,,,
"Mahim","Hospital","P. D. Hinduja National Hospital & Medical Research Centre","Swatantrya Veer Savarkar Road",19.03326799,72.83865461,"4b0587e6f964a52059a622e3","400 015","Mumbai","Maharashtra","India","Swatantrya Veer Savarkar Road (Mahim)","Hospital","Hospitals","Hospital","Mahim","Mahim",,,,,,,,
"12, Marine Lines","Hospital","Bombay Hospital & Medical Research Centre","12, Marine Lines",18.94091475,72.82832623,"4ea13b8277c8d0ce5d6aba4e","400 020","Mumbai","Maharashtra","India","12, Marine Lines","Hospital","Hospitals","Hospital","null","12, Marine Lines",,,,,,,,
"Mazagaon,","Hospital","Prince Aly Khan Hospital","AGA HALL, NESBIT ROAD",18.97098537,72.83637658,"4bd590257b1876b06fe48a86",400010,"Mumbai","Maharashtra","India","AGA HALL, NESBIT ROAD (Mazagaon,)","Hospital","Hospitals","Hospital","Mazagaon,","Mazagaon,",,,,,,,,
"Peddar Road","Hospital","Jaslok Hospital & Research Centre","null",18.971656,72.809925,"4ccffbcc2fd9b60c21567eeb",400026,"Mumbai","Maharashtra","India","Mumbai 400026","Hospital","Hospitals","Hospital","Peddar Road","Peddar Road",,,,,,,,
"Bandra","Hospital","Lilavati Hospital & Research Center","A-791, Bandra Reclamation",19.05091523,72.82944547,"4b0587e5f964a5202ca622e3","400 050","Mumbai","Maharashtra","India","A-791, Bandra Reclamation (Bandra)","Hospital","Hospitals","Hospital","Bandra","Bandra",,,,,,,,
"Powai","Hospital","Dr. L H Hiranandani Hospital","Hill Side Avenue, Hiranandani Gardens",19.12038555,72.91663251,"4b0587e4f964a5200ea622e3","400 076","Mumbai","Maharashtra","India","Hill Side Avenue, Hiranandani Gardens (Powai)","Hospital","Hospitals","Hospital","Powai","Powai",,,,,,,,
"Mulund West","Hospital","Fortis Hospital","Opp D Mart",19.16215456,72.94218967,"4ea17f17e3008f7d91aa7772",400080,"Mumbai","Maharashtra","India","Opp D Mart (Mulund Goregaon Link Road, Mulund West)","Hospital","Hospitals","Hospital","Mulund Goregaon Link Road, Mulund West","Mulund West",,,,,,,,
,"Hospital","Yashonandan Hospital","null",19.242154,73.148602,"4f7c5a84e4b07223781d7cf2","null","Mumbai","Maharashtra","India","India","Hospital","Hospitals","Hospital","null",,,,,,,,,
"Kurla west","Hospital","Habib hospital","Kurla west",19.07882672,72.8811926,"4e77037d1f6e072f145a9f29","null","Mumbai","Maharashtra","India","Kurla west","Hospital","Hospitals","Hospital","null","Kurla west",,,,,,,,
"s v road","Hospital","bhagwati hospital","bhagwati hospital",19.2403237,72.85460861,"4b66ff69f964a52045342be3",400103,"Mumbai","Maharashtra","India","bhagwati hospital (s v road)","Hospital","Hospitals","Hospital","s v road","s v road",,,,,,,,
"Old Bombay - Pune Highway","Hospital","Kalsekar Hospital","Nr. Mumbra Bypass",19.15812077,73.02977085,"4ed24df79a52262b850103c8",400612,"Mumbai","Maharashtra","India","Nr. Mumbra Bypass (Old Bombay - Pune Highway)","Hospital","Hospitals","Hospital","Old Bombay - Pune Highway","Old Bombay - Pune Highway",,,,,,,,
"Mira Road East","Hospital","Bhaktivedanta Hospital","Mira Road East",19.26987468,72.87016052,"4e219fe9d4c0d32590f08844","null","Mumbai","Maharashtra","India","Mira Road East","Hospital","Hospitals","Hospital","null","Mira Road East",,,,,,,,
,"Hospital","Navneet Jain Health Centre","null",19.01979239,72.84597164,"53240d3f498e9fe3fdbd1167","null","Mumbai","Maharashtra","India","India","Hospital","Hospitals","Hospital","null",,,,,,,,,
,"Hospital","Dr R.N.Cooper Mun.Gen Hospital","null",19.10724918,72.83548802,"4ebdea592c5b252c18c8c64f","null","Mumbai","Maharashtra","India","India","Hospital","Hospitals","Hospital","null",,,,,,,,,
"Valji Ladha Road,","Hospital","Hira Mongi Navneet Hospital","Mulund West",19.17325715,72.95377387,"4ddd3381d22df1719910216a",400080,"Mumbai","Maharashtra","India","Mulund West (Valji Ladha Road,)","Hospital","Hospitals","Hospital","Valji Ladha Road,","Valji Ladha Road,",,,,,,,,
