Neighborhood,Neighborhood_real,Venue Category,Venue,Neighborhood_Latitude,Neighborhood_Longitude,id,location_address,location_crossStreet,location_neighborhood,location_postalCode,location_city,location_state,location_country,categories_name,categories_pluralName,categories_shortName,cluster_label
West Queens,,Liquer,Jim Beam Highball Club,40.75642103,-73.84610054,5abd272835811b2ef6f0a1ed,,,,11368,Flushing,NY,United States,Sports Bar,Sports Bars,Sports Bar,1
West Queens,,Liquer,Jim Beam Highball Club,40.75642103,-73.84610054,5abd272835811b2ef6f0a1ed,,,,11368,Flushing,NY,United States,Sports Bar,Sports Bars,Sports Bar,1
West Queens,,Liquer,Jim Beam Highball Club,40.75642103,-73.84610054,5abd272835811b2ef6f0a1ed,,,,11368,Flushing,NY,United States,Sports Bar,Sports Bars,Sports Bar,1
West Queens,,Liquer,Jim Beam Highball Club,40.75642103,-73.84610054,5abd272835811b2ef6f0a1ed,,,,11368,Flushing,NY,United States,Sports Bar,Sports Bars,Sports Bar,1
West Queens,,Liquer,Jim Beam Highball Club,40.75642103,-73.84610054,5abd272835811b2ef6f0a1ed,,,,11368,Flushing,NY,United States,Sports Bar,Sports Bars,Sports Bar,1
West Queens,,Liquer,Jim Beam Highball Club,40.75642103,-73.84610054,5abd272835811b2ef6f0a1ed,,,,11368,Flushing,NY,United States,Sports Bar,Sports Bars,Sports Bar,1
West Queens,,Liquer,Jim Beam Highball Club,40.75642103,-73.84610054,5abd272835811b2ef6f0a1ed,,,,11368,Flushing,NY,United States,Sports Bar,Sports Bars,Sports Bar,1
West Queens,,Liquer,Jim Beam Highball Club,40.75642103,-73.84610054,5abd272835811b2ef6f0a1ed,,,,11368,Flushing,NY,United States,Sports Bar,Sports Bars,Sports Bar,1
West Queens,,Liquer,Jim Beam Highball Club,40.75642103,-73.84610054,5abd272835811b2ef6f0a1ed,,,,11368,Flushing,NY,United States,Sports Bar,Sports Bars,Sports Bar,1
Chelsea and Clinton,,Snacks,Auntie Anne's,40.750558,-73.99343929,4ba913bff964a5205b093ae3,Penn Station,,,10001,New York,NY,United States,Snack Place,Snack Places,Snacks,4
Chelsea and Clinton,,Snacks,Auntie Anne's,40.750558,-73.99343929,4ba913bff964a5205b093ae3,Penn Station,,,10001,New York,NY,United States,Snack Place,Snack Places,Snacks,4
Chelsea and Clinton,,Snacks,Auntie Anne's,40.750558,-73.99343929,4ba913bff964a5205b093ae3,Penn Station,,,10001,New York,NY,United States,Snack Place,Snack Places,Snacks,4
Chelsea and Clinton,,Snacks,Auntie Anne's,40.750558,-73.99343929,4ba913bff964a5205b093ae3,Penn Station,,,10001,New York,NY,United States,Snack Place,Snack Places,Snacks,4
Northwest Brooklyn,,Restaurant,Brooklyn Farmacy at Barclay's Center,40.68305855,-73.97578061,50a01ab7e4b09c89238763c4,,Atlantic Avenue,,11217,Brooklyn,NY,United States,Ice Cream Shop,Ice Cream Shops,Ice Cream,21
Newark,,Snacks,Teixeira's Bakery,40.7248293,-74.14584196,4a8ad2a9f964a520830a20e3,113 Kossuth,at Magazine St,,7105,Newark,NJ,United States,Bakery,Bakeries,Bakery,32
Chelsea and Clinton,,Caf�,Bird & Branch,40.76023381,-73.99092743,5a8ce147bed4832067bea15e,359 W 45th St,between 8th Ave and 9th Ave,,10036,New York,NY,United States,Coffee Shop,Coffee Shops,Coffee Shop,4
Chelsea and Clinton,,Caf�,Brooklyn Bagel & Coffee Co.,40.746119,-73.9977,49c406a8f964a5208d561fe3,286 8th Ave,btwn W 24th & W 25th St,,10001,New York,NY,United States,Bagel Shop,Bagel Shops,Bagels,4
Greenpoint,,Caf�,Early,40.732069,-73.954721,54d43863498e653d2ab8343f,967 Manhattan Ave,at India St,,11222,Brooklyn,NY,United States,Café,Cafés,Café,6
Lower East Side,,Hotel,Sticky's Finger Joint,40.7343932,-73.9891004,5b37c6c9c0cacb002c5db814,107 E 14th St,,,10003,New York,NY,United States,Fried Chicken Joint,Fried Chicken Joints,Fried Chicken,14
Lower East Side,,Breakfast,Oh K-Dog & Egg Toast,40.720795,-73.98724,5fec9a513850f773446e9841,159 Ludlow Street,Stanton Street,,10002,New York,NY,United States,Fast Food Restaurant,Fast Food Restaurants,Fast Food,14
Lower East Side,,Breakfast,Oh K-Dog & Egg Toast,40.720795,-73.98724,5fec9a513850f773446e9841,159 Ludlow Street,Stanton Street,,10002,New York,NY,United States,Fast Food Restaurant,Fast Food Restaurants,Fast Food,14
Lower East Side,,Breakfast,Oh K-Dog & Egg Toast,40.720795,-73.98724,5fec9a513850f773446e9841,159 Ludlow Street,Stanton Street,,10002,New York,NY,United States,Fast Food Restaurant,Fast Food Restaurants,Fast Food,14
Lower East Side,Lower East Side,Breakfast,Oh K-Dog & Egg Toast,40.720795,-73.98724,5fec9a513850f773446e9841,159 Ludlow Street,Stanton Street,Lower East Side,10002,New York,NY,United States,Fast Food Restaurant,Fast Food Restaurants,Fast Food,14
Lower East Side,Lower East Side,Breakfast,Oh K-Dog & Egg Toast,40.720795,-73.98724,5fec9a513850f773446e9841,159 Ludlow Street,Stanton Street,Lower East Side,10002,New York,NY,United States,Fast Food Restaurant,Fast Food Restaurants,Fast Food,14
Lower East Side,Lower East Side,Breakfast,Oh K-Dog & Egg Toast,40.720795,-73.98724,5fec9a513850f773446e9841,159 Ludlow Street,Stanton Street,Lower East Side,10002,New York,NY,United States,Fast Food Restaurant,Fast Food Restaurants,Fast Food,14
Lower East Side,Lower East Side,Breakfast,Oh K-Dog & Egg Toast,40.720795,-73.98724,5fec9a513850f773446e9841,159 Ludlow Street,Stanton Street,Lower East Side,10002,New York,NY,United States,Fast Food Restaurant,Fast Food Food Restaurant,Fast Food,14
Lower East Side,Lower East Side,Breakfast,Oh K-Dog & Egg Toast,40.720795,-73.98724,5fec9a513850f773446e9841,159 Ludlow Street,Stanton Street,Lower East Side,10002,New York,NY,United States,Fast Food Restaurant,Fast Food Food Restaurant,Fast Food,14
Lower East Side,Lower East Side,Breakfast,Oh K-Dog & Egg Toast,40.720795,-73.98724,5fec9a513850f773446e9841,159 Ludlow Street,Stanton Street,Lower East Side,10002,New York,NY,United States,Fast Food Restaurant,Fast Food Food Restaurant,Fast Food,14
Chelsea and Clinton,,Restaurant,Tradisyon,40.76501241,-73.98762613,5ea8aaee7a47c40008fbd2ec,792 9th Ave,,,10019,New York,NY,United States,Filipino Restaurant,Filipino Restaurants,Filipino,4
Northeast Bronx,,Restaurant,Fever Tropical Cuisine,40.892555,-73.857666,5bb6aa8765cdf8002ce7689b,,,,10466,New York,NY,United States,Comfort Food Restaurant,Comfort Food Restaurants,Comfort Food,8
Caldwell,,Restaurant,Fire Roasted Chicken,40.849106,-74.296164,5ae4bc994940bc002cab854d,,,,7006,West Caldwell,NJ,United States,Comfort Food Restaurant,Comfort Food Restaurants,Comfort Food,18
Borough Park,,Restaurant,Parc Oasis Oyster Bar,40.62903823,-74.00531977,57aa75d9498e64d06e5a2bca,6403 11th Ave,,,11219,Brooklyn,NY,United States,Seafood Restaurant,Seafood Restaurants,Seafood,33
Southwest Queens,,Restaurant,Arepalicious,40.671661,-73.843617,5a9e98f3112c6c0f8b2cbee4,13720 Crossbay Blvd,,,11417,Ozone Park,NY,United States,Comfort Food Restaurant,Comfort Food Restaurants,Comfort Food,19
Northwest Brooklyn,,Restaurant,San Blas Restaurant,40.694473,-73.993484,5d51a4b138726c0008f1ff97,140 Montague St,,,11201,Brooklyn,NY,United States,Comfort Food Restaurant,Comfort Food Restaurants,Comfort Food,21
Chelsea and Clinton,,Liquer,Dalton's Bar & Grill,40.75925609,-73.99202422,423e0e80f964a52049201fe3,611 9th Ave,at W 44th St.,,10036,New York,NY,United States,Sports Bar,Sports Bars,Sports Bar,4
Bushwick and Williamsburg,,Restaurant,191 Knickerbocker,40.70377354,-73.92695904,5ade9bad56c89f264e4b907e,191 Knickerbocker Avenue,Jefferson St,,11237,Brooklyn,NY,United States,Comfort Food Restaurant,Comfort Food Restaurants,Comfort Food,12
Newark,,Restaurant,D & J Country Cooking,40.726534,-74.213604,4e432030b61ce646d99fdc26,363 Madison Ave,18th Street,,7108,Newark,NJ,United States,Comfort Food Restaurant,Comfort Food Restaurants,Comfort Food,9
Pompton Plains,,Restaurant,The Little Food Inn,40.96742573,-74.29597803,56702de4498e939d4caa9d18,575 Newark Pompton Tpke,,,7444,Pompton Plains,NJ,United States,Comfort Food Restaurant,Comfort Food Restaurants,Comfort Food,13
Chelsea and Clinton,,Restaurant,Fusion HK Bar & Grill,40.76341371,-73.99245858,5875f1e032b0725cf0fdc6a9,688 10th Ave,48th street & 47th street,,10019,New York,NY,United States,Comfort Food Restaurant,Comfort Food Restaurants,Comfort Food,4
Bronx Park and Fordham,,Restaurant,Tessey's International Kitchen,40.864494,-73.86734,5daa5f0e2557e80008ad68b1,,,,10467,Bronx,NY,United States,Comfort Food Restaurant,Comfort Food Restaurants,Comfort Food,8
Bushwick and Williamsburg,,Restaurant,Crown Fried Chicken,40.689866,-73.930774,5721939acd10cc3fd925c9d0,108 Malcolm X Blvd,Lexington and Malcolm X,,11221,Brooklyn,NY,United States,Comfort Food Restaurant,Comfort Food Restaurants,Comfort Food,12
Yonkers,,Restaurant,While Hog Bbq,40.984222,-73.82565,5f99aecdb7fb7e093cb9c654,2542 Central Park Ave,,,10710,Yonkers,NY,United States,Comfort Food Restaurant,Comfort Food Restaurants,Comfort Food,22
Northwest Queens,,Restaurant,Foodstruck,40.76257,-73.9206,5d3fb9bbcd611d0008a148b9,31-06 35th St,31th Ave,,11106,Astoria,NY,United States,Comfort Food Restaurant,Comfort Food Restaurants,Comfort Food,31
Queens,,Restaurant,Pitkins Fish & Chicken,40.693268,-73.85314,56e8a091498e87ad84065f76,,,,,Queens,NY,United States,Comfort Food Restaurant,Comfort Food Restaurants,Comfort Food,19
Woodbridge,,Restaurant,Nicey's Mac & Cheese,40.556526,-74.30076,5817928f38fafbeddc368faa,,,,7095,Woodbridge,NJ,United States,Comfort Food Restaurant,Comfort Food Restaurants,Comfort Food,20
Northwest Queens,,Restaurant,Ama,40.752591,-73.927204,5e5af9ce9f640c00074f959d,37-06 36th st,37 Ave,,11101,New York,NY,United States,Comfort Food Restaurant,Comfort Food Restaurants,Comfort Food,31
Central Brooklyn,,Restaurant,Felita's,40.66941385,-73.933432,5391fba5498e0e408d2b02ea,1045 Eastern Pkwy,Schenectady,,11213,Brooklyn,NY,United States,Comfort Food Restaurant,Comfort Food Restaurants,Comfort Food,12
Brooklyn,,Restaurant,Comfort Foods,40.590168,-73.938446,57674788498ed7bb431817df,,,,,Brooklyn,NY,United States,Comfort Food Restaurant,Comfort Food Restaurants,Comfort Food,10
Union City,,Restaurant,The Spot Mix Grill,40.764834,-74.039541,5d1663788132b90023c243e1,1711 Summit Ave,btwn 17th St & 18th St,,7087,Union City,NJ,United States,New American Restaurant,New American Restaurants,New American,0
Upper East Side,,Restaurant,Heidi's House By The Side Of The Road,40.77248092,-73.95505348,4d5347a0bdbea1cdcdb2da92,308 E 78th St,,,10075,New York,NY,United States,Comfort Food Restaurant,Comfort Food Restaurants,Comfort Food,11
West New York,,Restaurant,Louie's BBQ Pit,40.782864,-74.018369,55a9a4c6498e3cbb6dcf9de8,5107 Palisade Ave,btwn 51st & 52nd St,,7093,West New York,NJ,United States,BBQ Joint,BBQ Joints,BBQ,4
Kingsbridge and Riverdale,,Restaurant,Boston Market,40.87743,-73.9054121,585c205665e7c70a2f1055ea,5520 Broadway,,,10463,Bronx,NY,United States,American Restaurant,American Restaurants,American,24
Mount Vernon,,Breakfast,Sugar Bowl,40.89928393,-73.83338561,4b9bc84ff964a520862436e3,502 S 5th Ave,Sanford Blvd.,,10550,Mount Vernon,NY,United States,Breakfast Spot,Breakfast Spots,Breakfast,8
Greenwich Village and Soho,,Restaurant,Fanelli Café,40.724607,-73.998751,3fd66200f964a520e3e51ee3,94 Prince St,at Mercer St,,10012,New York,NY,United States,American Restaurant,American Restaurants,American,14
Greenwich Village and Soho,,Restaurant,Masala Times,40.72933948,-74.00148931,4bf1c6dd189f0f47d8aab762,194 Bleecker St,btwn 6th Ave & MacDougal St,,10012,New York,NY,United States,Indian Restaurant,Indian Restaurants,Indian,14
Greenwich Village and Soho,,Restaurant,Masala Times,40.72933948,-74.00148931,4bf1c6dd189f0f47d8aab762,194 Bleecker St,btwn 6th Ave & MacDougal St,,10012,New York,NY,United States,Indian Restaurant,Indian Restaurants,Indian,14
Greenwich Village and Soho,,Restaurant,Masala Times,40.72933948,-74.00148931,4bf1c6dd189f0f47d8aab762,194 Bleecker St,btwn 6th Ave & MacDougal St,,10012,New York,NY,United States,Indian Restaurant,Indian Restaurants,Indian,14
Greenwich Village and Soho,,Restaurant,Masala Times,40.72933948,-74.00148931,4bf1c6dd189f0f47d8aab762,194 Bleecker St,btwn 6th Ave & MacDougal St,,10012,New York,NY,United States,Indian Restaurant,Indian Restaurants,Indian,14
Chelsea and Clinton,,Snacks,Melt Shop,40.76389594,-73.98529798,5454f323498ea04d5b24d647,877 8th Ave.,,,10019,New York,NY,United States,Sandwich Place,Sandwich Places,Sandwiches,4
Southeast Bronx,,Restaurant,Jimmy's Grand Cafe,40.82765088,-73.85027097,563a5381cd10b65ab97f9d65,1001 Castle Hill Ave,Bruckner Boulevard,,10472,Bronx,NY,United States,Comfort Food Restaurant,Comfort Food Restaurants,Comfort Food,8
Gramercy Park and Murray Hill,,Restaurant,The Kati Roll Company,40.757321,-73.968187,4f57f98fe4b0bd50f6bb8b31,229 E 53rd St,btwn 2nd & 3rd Ave.,,10022,New York,NY,United States,Indian Restaurant,Indian Restaurants,Indian,4
Northwest Queens,,Restaurant,Mom's Kitchen & Bar,40.76359866,-73.92180014,576dee84498e96ab7ebe9c1e,30-95 33rd St,at 33rd St,,11102,Queens,NY,United States,American Restaurant,American Restaurants,American,31
Upper West Side,,Restaurant,Chirping Chicken,40.7817679,-73.97928132,3fd66200f964a52017e31ee3,355 Amsterdam Ave,at W 77th St,,10024,New York,NY,United States,Comfort Food Restaurant,Comfort Food Restaurants,Comfort Food,37
Upper East Side,,Caf�,Bonjour Crêpes & Wine,40.7753966,-73.95362629,51285d38d86c1a0cb6df2848,1585 2nd Ave,betwee 82nd & 83rd,,10028,New York,NY,United States,Café,Cafés,Café,11
Greenwich Village and Soho,,Snacks,Pommes Frites,40.73015312,-74.00031746,57435943498e03ad20563e5f,128 Macdougal St,,,10012,New York,NY,United States,Poutine Place,Poutine Places,Poutine Place,14
Canarsie and Flatlands,,Caf�,Freeze café & lounge,40.61710264,-73.93082417,53592471498efa805acbbed8,2178 Flatbush Ave,Quentin Rd & Avenue R,,11234,Brooklyn,NY,United States,Lounge,Lounges,Lounge,10
Chelsea and Clinton,,Restaurant,Schnipper's Quality Kitchen,40.7559892,-73.9898495,49c9358af964a52040581fe3,620 8th Ave,at W 41st St,,10018,New York,NY,United States,Comfort Food Restaurant,Comfort Food Restaurants,Comfort Food,4
Northwest Brooklyn,,Liquer,Fulton Hall,40.687848,-73.97854208,5afcb616356b49002c4c1811,250 Ashland,Fulton Street,,11217,Brooklyn,NY,United States,Bar,Bars,Bar,21
Central Brooklyn,,Restaurant,The Fly,40.68188504,-73.95863577,5c6f322625ecca002c2c3bd9,549 Classon Ave,at Fulton Ave,,11238,Brooklyn,NY,United States,American Restaurant,American Restaurants,American,21
Greenwich Village and Soho,,Restaurant,Casa,40.731493,-74.004825,3fd66200f964a52008e71ee3,72 Bedford St,Commerce,,10014,New York,NY,United States,Brazilian Restaurant,Brazilian Restaurants,Brazilian,14
Central Brooklyn,,Restaurant,Mama Fox,40.6831871,-73.93205291,5a7495def96b2c278b0be239,327 Stuyvesant Ave,Macon St,,11233,New York,NY,United States,Comfort Food Restaurant,Comfort Food Restaurants,Comfort Food,12
Brooklyn,,Restaurant,Hedgies,40.61806336,-73.90582756,5353e81e11d20c751e4ee632,,,,,Brooklyn,NY,United States,Comfort Food Restaurant,Comfort Food Restaurants,Comfort Food,10
Woodbridge,,Restaurant,JJ Fish 'N Chicken,40.53757,-74.28676,56bd3e93498e034d7ec2c425,689 N Florida Grove Road,,,,Woodbridge,NJ,United States,Chinese Restaurant,Chinese Restaurants,Chinese,20
Northwest Queens,,Restaurant,Queens Comfort,40.76464777,-73.9167754,5abe86326c08d132a962f4b7,3618 30th Ave,btwn 36th & 37th St,,11103,Astoria,NY,United States,Comfort Food Restaurant,Comfort Food Restaurants,Comfort Food,31
Central Harlem,,Breakfast,Jimbo's Hamburger Palace,40.81522423,-73.94000921,4ba2273ff964a520a4df37e3,535 Malcolm X Blvd,137th St.,,10037,New York,NY,United States,Burger Joint,Burger Joints,Burgers,34
East Orange,,Snacks,Sandwich Den II,40.76499337,-74.20095307,4f21b5ece4b03e0109d89bf3,231 Park Ave,,,7017,East Orange,NJ,United States,Sandwich Place,Sandwich Places,Sandwiches,32
Manhasset,,Hotel,Louie's Manhasset,40.79720231,-73.69966787,4b718710f964a520464b2de3,339 Plandome Rd,,,11030,Manhasset,NY,United States,Diner,Diners,Diner,25
Central Harlem,,Restaurant,Ginny's Supper Club,40.80825042,-73.94515068,4f6a68d3e4b0bcd825b81f85,310 Malcolm X Blvd,,,10027,New York,NY,United States,Comfort Food Restaurant,Comfort Food Restaurants,Comfort Food,34
Gramercy Park and Murray Hill,,Breakfast,Chick-fil-A,40.7423583,-73.9928843,5d4c6e7a3d4ea60008af0ebc,700 Avenue of the Americas,at W 22nd St,,10010,New York,NY,United States,Fast Food Restaurant,Fast Food Restaurants,Fast Food,4
Newark,,Hotel,Popeyes Louisiana Kitchen,40.71253651,-74.19395187,58e02b5d58c4d11a7a7a2500,306 Elizabeth Ave,East Peddie St,,7112,Newark,NJ,United States,Fried Chicken Joint,Fried Chicken Joints,Fried Chicken,9
Brooklyn,,Breakfast,Five Guys,40.62650091,-73.91622401,59e7a81264c8e16a71f8febd,2159 Ralph Ave,,,12234,Brooklyn,NY,United States,Burger Joint,Burger Joints,Burgers,10
Chelsea and Clinton,,Snacks,Taco Bell Cantina,40.74418156,-73.99581978,5c1830c2f8cbd4002cf15018,224 7th Ave,W 23rd St,,10011,New York,NY,United States,Taco Place,Taco Places,Tacos,4
Port Reading,,Breakfast,Chick-fil-a,40.560155,-74.264572,5d20b487b2f84d002f8580f3,,,,7064,Port Reading,NJ,United States,Fast Food Restaurant,Fast Food Restaurants,Fast Food,20
East New York and New Lots,,Breakfast,Checkers,40.67859376,-73.86683598,52e9007011d2656b10d84297,1146 Liberty Ave,Sheridan ave,,11208,Brooklyn,NY,United States,Fast Food Restaurant,Fast Food Restaurants,Fast Food,19
East New York and New Lots,City Line,Snacks,Subway,40.67672819,-73.86976665,4ccc8285063a721ec22a8f9a,530 Conduit Blvd,,City Line,11208,Brooklyn,NY,United States,Sandwich Place,Sandwich Places,Sandwiches,19
Lower East Side,,Breakfast,McDonald's,40.7370049,-73.9905766,4a65fe27f964a520d6c71fe3,39 Union Sq W,btwn 17th St. & 16th St,,10003,New York,NY,United States,Fast Food Restaurant,Fast Food Restaurants,Fast Food,14
East New York and New Lots,,Breakfast,McDonald's,40.676225,-73.890678,4bb75e3b2f70c9b6ca8d8630,2800 Atlantic Ave,,,11207,Brooklyn,NY,United States,Fast Food Restaurant,Fast Food Restaurants,Fast Food,19
Kingsbridge and Riverdale,,Breakfast,Burger King,40.8912195,-73.89788103,4b57488bf964a5202f2f28e3,6007 Broadway,at 243rd St,,10471,Bronx,NY,United States,Fast Food Restaurant,Fast Food Restaurants,Fast Food,24
Little Ferry,,Breakfast,McDonald's,40.85482475,-74.04453493,4b9920c7f964a5203f6335e3,319 US Highway 46,Liberty St,,7643,Little Ferry,NJ,United States,Fast Food Restaurant,Fast Food Restaurants,Fast Food,17
North Queens,,Breakfast,Taco Bell,40.75745696,-73.79344352,4b592c1bf964a5200f8028e3,172-12 Northern Blvd,btwn Utopia Pkwy & 172nd St,,11358,Flushing,NY,United States,Fast Food Restaurant,Fast Food Restaurants,Fast Food,35
Chelsea and Clinton,,Snacks,Taco Bell Cantina,40.76275656,-73.98571822,5be09179da7080002cd0e097,840 8th Ave,,,10019,New York,NY,United States,Taco Place,Taco Places,Tacos,4
West Central Queens,Forest Hills,Breakfast,Wendys,40.71203338,-73.85911391,4b520a06f964a5203d6327e3,90-13 Metropolitan,at Woodhaven Blvd,Forest Hills,11374,Rego Park,NY,United States,Fast Food Restaurant,Fast Food Restaurants,Fast Food,19
Southeast Queens,,Breakfast,McDonald's,40.67393336,-73.72899718,4b72fa37f964a52082932de3,244-10 Merrick Blvd,,,11422,Rosedale,NY,United States,Fast Food Restaurant,Fast Food Restaurants,Fast Food,16
Southwest Queens,,Breakfast,McDonald's,40.67954369,-73.86168882,4be675cbcf200f47529d143c,75-50 101st Ave,,,11416,Ozone Park,NY,United States,Fast Food Restaurant,Fast Food Restaurants,Fast Food,19
Southwest Queens,,Breakfast,McDonald's,40.65782477,-73.83997994,4b73ebf4f964a52030c02de3,159-40 Crossbay Blvd,,,11414,Howard Beach,NY,United States,Fast Food Restaurant,Fast Food Restaurants,Fast Food,19
West Orange,,Breakfast,McDonald's,40.7702369,-74.2816684,4a7f2a28f964a5201af31fe3,573 Northfield Ave,,,7052,West Orange,NJ,United States,Fast Food Restaurant,Fast Food Restaurants,Fast Food,36
Southwest Queens,,Breakfast,Burger King,40.703529,-73.820991,4ba42ce3f964a520248938e3,131-10 Hillside Ave,,,11418,Jamaica,NY,United States,Fast Food Restaurant,Fast Food Restaurants,Fast Food,35
