Neighborhood,Neighborhood_real,Venue Category,Venue,Neighborhood_Latitude,Neighborhood_Longitude,location_address,location_crossStreet,location_postalCode,id,location_city,location_state,categories_name,categories_pluralName,categories_shortName,location_neighborhood,cluster_label
Sidcup / Bexleyheath / Bromley,Bromley,Movie Theater,Vue,51.39897,0.01851,6 Saint Mark's Sq,,BR2 9UY,5b45815d8fb09e002ccc5279,Bromley,Greater London,Movie Theater,Movie Theaters,Movie Theater,,16
Lambeth / Camberwell / Walworth / Peckham,Camberwell,Market,Shell Seekers,51.50564289,-0.090823003,,,,4ba4d0faf964a52093b738e3,Camberwell,Greater London,Fish Market,Fish Markets,Fish Market,,10
Lambeth / Camberwell / Walworth / Peckham,Camberwell,Health,King's College Hospital,51.4681499,-0.093016249,Denmark Hill,,SE5 9RS,4bf3a32b706e20a1976ca898,Camberwell,Greater London,Hospital,Hospitals,Hospital,,23
Lambeth / Camberwell / Walworth / Peckham,Camberwell,Restaurant,Richard Haward's Oysters,51.50541223,-0.091047095,Borough Market,Stoney street,,4c26116ea852c928bae0e56c,Camberwell,Greater London,Seafood Restaurant,Seafood Restaurants,Seafood,,10
Lambeth / Camberwell / Walworth / Peckham,Camberwell,Market,The Tomato Stall,51.50535758,-0.090585758,3 Rochester Walk,,SE 1 9,4d8ddb14d265236a2067fb16,Camberwell,Greater London,Fruit & Vegetable Store,Fruit & Vegetable Stores,Fruit & Vegetable Store,,10
Lambeth / Camberwell / Walworth / Peckham,Camberwell,Market,Camberwell Green Farmers' Market,51.4741,-0.09290148,Camberwell Green,,,4fdc6ae3e4b0523373a297d4,,,Farmers Market,Farmers Markets,Farmer's Market,,23
Lambeth / Camberwell / Walworth / Peckham,Camberwell,Health,King's College Hospital CDU,51.46384345,-0.089186268,Denmark Hill,Camberwell,SE5,550e16eb498e2c05af9fcbbc,London,Greater London,Emergency Room,Emergency Rooms,Emergency Room,,23
Lambeth / Camberwell / Walworth / Peckham,Camberwell,Library,Camberwell Library,51.47568,-0.092203,Camberwell Green,,,57e12dbacd10ba3ec784df23,London,Greater London,Library,Libraries,Library,,23
Lambeth / Camberwell / Walworth / Peckham,Camberwell,Health,Accident & Emergency,51.46875691,-0.092517507,King's College Hospital,Denmark Hill,SE5 9RS,58dd5a2158c4d15cb33d58c3,London,Greater London,Emergency Room,Emergency Rooms,Emergency Room,Southwark,23
Camden,Camden,Liquer,Ku Bar,51.51175873,-0.129552789,30 Lisle St,,WC2H 7BA,4ac518c8f964a52081a520e3,London,Greater London,Gay Bar,Gay Bars,Gay Bar,,37
Camden,Camden,Movie Theater,ODEON Luxe,51.5104854,-0.129325,22-24 Leicester Sq,,WC2H 7LQ,4ac518e7f964a52070ab20e3,London,Greater London,Multiplex,Multiplexes,Cineplex,,37
Camden,Camden,Movie Theater,Cineworld,51.51107721,-0.130599547,5-6 Leicester Sq,,WC2H 7NA,4ac518e8f964a52072ab20e3,London,Greater London,Multiplex,Multiplexes,Cineplex,,37
Camden,Camden,Breakfast,Leather Lane Market,51.520241,-0.109463,Leather Ln,,EC1N 7TJ,4ac518eef964a5201fad20e3,London,Greater London,Street Food Gathering,Street Food Gatherings,Street Food Gathering,,37
Camden,Camden,Education,Goodenough College,51.52611049,-0.118911979,Mecklenburgh Sq.,,WC1N 2AN,4b3f1bfaf964a52012a425e3,London,Greater London,Student Center,Student Centers,Student Center,,37
Camden,Camden,Health,Wellington Hospital,51.53164867,-0.171286431,,,,4b60450af964a520dfdc29e3,,,Hospital,Hospitals,Hospital,,27
Camden,Camden,Education,International House London,51.51605185,-0.123061308,16 Stukeley St,,WC2B 5LQ,4b6189d5f964a52054172ae3,London,Greater London,Language School,Language Schools,Language School,,37
Camden,Camden,Library,LSE Library,51.51470514,-0.11567831,10 Portugal St,,WC2A 2HD,4b76e42cf964a520ba672ee3,London,Greater London,College Library,College Libraries,Library,,37
Camden,Camden,Library,UCL Science Library,51.52342396,-0.132828472,"DMS Watson Building, Malet Pl",,WC1E 6BT,4b92941df964a520370634e3,London,Greater London,College Library,College Libraries,Library,,37
Camden,Camden,Liquer,Sway,51.515529,-0.120457,61-65 Great Queen St,,WC2B 5BZ,4bc75d5d92b376b024934f3a,London,Greater London,Bar,Bars,Bar,,37
Camden,Camden,Health,Addiction Breakout Room,51.518266,-0.13403,,,,4c18d9466a21c9b69494c997,,,Emergency Room,Emergency Rooms,Emergency Room,,37
Camden,Camden,Hotel,UCL Refectory,51.52501028,-0.132863982,Gower St,,,4c90b98a57e5b60c3a325a1c,,,Food Court,Food Courts,Food Court,,37
Camden,Camden,Education,Arnold House School,51.53380762,-0.176333253,1 Loudoun Road,,,4d068f0b7d9ba35d79bf7023,London,Greater London,High School,High Schools,High School,,27
Camden,Camden,Market,Goodge Street Fruit Market Stall,51.52045179,-0.134623152,Goodge Street Underground Station,Tottenham Court Road,,4dc8ffe345dd9aa940b3ce97,Camden Town,Greater London,Fruit & Vegetable Store,Fruit & Vegetable Stores,Fruit & Vegetable Store,,37
Camden,Camden,Health,Operating Theatres (GOSH),51.52207846,-0.121037166,Great Ormond Street,,WC1N 3JH,4f744084e4b07e696315569d,London,Greater London,Emergency Room,Emergency Rooms,Emergency Room,,37
Camden,Camden,Hotel,Speck Mobile,51.534607,-0.124369,Eat.st,at Kings Blvd.,N1C,503f547ae4b010e25c66091b,London,Greater London,Food Truck,Food Trucks,Food Truck,,37
Camden,Camden,Education,UCL Ear Institute,51.52906515,-0.121802821,332 Gray's Inn Road,,,50c8a9b1e4b09d87168e2326,London,Greater London,College Lab,College Labs,Lab,,37
Camden,Camden,Nightlife,Howie K's Palace,51.533126,-0.089411,,,,51043d68e4b0fb0520689944,,,Nightclub,Nightclubs,Nightclub,,15
Camden,Camden,Restaurant,Balthazar,51.5125834,-0.121334326,4-6 Russell St,,WC2B 5HZ,51065455e4b06f162ac7a347,London,Greater London,Brasserie,Brasseries,Brasserie,,37
Camden,Camden,Restaurant,Hola Paella,51.541336,-0.146044,,,,525011ab498eedda447c75d0,,,Paella Restaurant,Paella Restaurants,Paella,,27
Camden,Camden,Market,Parkway Greens,51.53806155,-0.144571671,52 Parkway,,,531746ed498ee9e797b8d085,,,Fruit & Vegetable Store,Fruit & Vegetable Stores,Fruit & Vegetable Store,,37
Camden,Camden,Movie Theater,Curzon Bloomsbury,51.52412035,-0.123002385,The Brunswick Centre,,WC1N 1AF,55115f1a498edabc0e0c5281,London,Greater London,Movie Theater,Movie Theaters,Movie Theater,,37
Camden,Camden,Library,The Dorchester Library,51.525597,-0.145283,,Royal College of Physicians,,560ad6ed498e5978e04c8538,,,College Library,College Libraries,Library,,0
Camden,Camden,Restaurant,Abokado,51.51926091,-0.10870966,5 Greville St,,EC1N 8PQ,57558a8d498edb6dab299380,London,Greater London,Sushi Restaurant,Sushi Restaurants,Sushi,,37
Camden,Camden,Hotel,mina's cafe,51.542599,-0.17501,,,,579c99bb498ee60eb7bb4245,,,Food Court,Food Courts,Food Court,,27
Camden,Camden,Restaurant,Crêpes à la carte,51.54451,-0.141316,112 Kentish Town Road,,,587ba8e08d8e996e96416ecc,London,Greater London,French Restaurant,French Restaurants,French,,37
Camden,Camden,Restaurant,Bills Holborn Resturant,51.516984,-0.119745,,,WC2B 6AG,5d3c50d211092f0008795e96,London,Greater London,Comfort Food Restaurant,Comfort Food Restaurants,Comfort Food,,37
Sutton / Epsom / Banstead / Leatherhead,Carshalton,Health,Emergency Department,51.38064718,-0.184053183,St. Helier Hospital,Wrythe Lane,SM5 1AA,4f1dcd36e4b0c7ea6a699d59,Carshalton,Greater London,Emergency Room,Emergency Rooms,Emergency Room,,2
Lambeth / Camberwell / Walworth / Peckham,Catford,Park,Mountsfield Park,51.44827772,-0.006425584,Stainton Rd,Brownhill Rd,SE6 1AN,4b4537f8f964a520540826e3,Catford,Greater London,Park,Parks,Park,,3
Lambeth / Camberwell / Walworth / Peckham,Catford,Education,St Dunstan's College,51.44322244,-0.029121955,Stanstead Rd,,SE6 4TY,4c960809f244b1f799c2301d,London,Greater London,High School,High Schools,High School,,36
Lambeth / Camberwell / Walworth / Peckham,Catford,Education,Torridon School,51.436621,-0.002114,Torridon Road,Hazelbank Road,SE6 1TG,4fa25dc1e4b018dc45fd05c2,Catford,Greater London,Elementary School,Elementary Schools,Elementary School,,3
Marylebone / Fitzrovia / Central London,Central London,Caf�,Annabel's,51.50935153,-0.14675918,44 Berkeley Sq,,W1X 5DB,4ac518c4f964a5205ba420e3,London,Greater London,Lounge,Lounges,Lounge,,0
Marylebone / Fitzrovia / Central London,Central London,Nightlife,Studio Valbonne,51.512148,-0.138913,62 Kingly St.,,W1R 5LR,4ac518cbf964a520c6a520e3,London,Greater London,Nightclub,Nightclubs,Nightclub,,0
Marylebone / Fitzrovia / Central London,Central London,Restaurant,El Pirata,51.50509846,-0.14820611,5-6 Down St,,W1 7DR,4bd5d6c2cfa7b713a38426da,London,Greater London,Tapas Restaurant,Tapas Restaurants,Tapas,,0
Marylebone / Fitzrovia / Central London,Central London,Hotel,Kingly Court,51.51263166,-0.138768985,Kingly Ct,at Beak St,W1,4c1512aaa9c220a1b77d589d,London,Greater London,Food Court,Food Courts,Food Court,,0
Holborn / Clerkenwell / Soho (SE),Charing Cross,Restaurant,J Sheekey,51.510899,-0.127797,28-32 St Martin's Court,,WC2N 4AL,4ac518d7f964a5205aa820e3,Charing Cross,Greater London,Seafood Restaurant,Seafood Restaurants,Seafood,,37
Holborn / Clerkenwell / Soho (SE),Charing Cross,Nightlife,The Sherlock Holmes,51.50736,-0.125223,10 Northumberland St,,WC2N 5DB,4aec40e1f964a520b0c521e3,Charing Cross,Greater London,Pub,Pubs,Pub,,37
Holborn / Clerkenwell / Soho (SE),Charing Cross,Breakfast,Five Guys,51.50851983,-0.124362882,9/11 Villiers St,,WC2N 6NA,554b5973498eb997c4b1fbe7,Charing Cross,Greater London,Burger Joint,Burger Joints,Burgers,Charing Cross,37
Chelsea / Earl's Court / Fulham ,Chelsea,Restaurant,Big Easy Bar.B.Q & Crabshack,51.48533043,-0.174077329,332 King's Rd,,SW3 5UR,4ac518b9f964a520b5a120e3,Chelsea,Greater London,American Restaurant,American Restaurants,American,,20
Chelsea / Earl's Court / Fulham ,Chelsea,Restaurant,Claude Bosis Oyster Bar at Bibendum,51.49346919,-0.169046664,81 Fulham Rd,Sloane Ave,SW3 6RD,4ac518baf964a520f7a120e3,London,Greater London,Seafood Restaurant,Seafood Restaurants,Seafood,,20
Chelsea / Earl's Court / Fulham ,Chelsea,Restaurant,Colombier (Le),51.49002576,-0.173089236,145 Dovehouse Street,,SW3 6LB,4ac518dbf964a520e7a820e3,London,Greater London,French Restaurant,French Restaurants,French,,20
Chelsea / Earl's Court / Fulham ,Chelsea,Snacks,Paul,51.48966595,-0.163742187,134 Kings Rd.,,SW3 4XB,4adc3b30f964a520a02b21e3,London,Greater London,Bakery,Bakeries,Bakery,,0
Chelsea / Earl's Court / Fulham ,Chelsea,Health,The Royal Marsden Hospital,51.49056864,-0.173574273,203 Fulham Rd,,SW3 6JJ,4b601d5df964a52048d629e3,London,Greater London,Hospital,Hospitals,Hospital,,20
Chelsea / Earl's Court / Fulham ,Chelsea,Grocery,Here Organic Food-Supermarket,51.48801594,-0.169523867,125 Sydney St,,SW3 6NR,4baa1595f964a52076493ae3,Chelsea,Greater London,Organic Grocery,Organic Groceries,Organic Grocery,,20
Chelsea / Earl's Court / Fulham ,Chelsea,Education,Chelsea Academy,51.47798744,-0.182871897,Lots Rd,,,4c7e42588da18cfab89fa1ce,London,Greater London,Middle School,Middle Schools,Middle School,,20
Chelsea / Earl's Court / Fulham ,Chelsea,Library,Chelsea Library,51.48765392,-0.168331298,King's Rd,,,4ce4fda476388cfa6f232703,London,Greater London,College Library,College Libraries,Library,,20
Chelsea / Earl's Court / Fulham ,Chelsea,Caf�,LOpera of Brompton,51.49671456,-0.168828964,241 Brompton Rd,,SW3 2EP,4d66991084f28cfaef586d69,London,Greater London,Café,Cafés,Café,,20
Chelsea / Earl's Court / Fulham ,Chelsea,Hotel,Maldon Oysters,51.49104074,-0.160395497,,,,4f5b2ad9e4b06784f75200e3,London,Greater London,Food Truck,Food Trucks,Food Truck,,0
Chelsea / Earl's Court / Fulham ,Chelsea,Restaurant,Chelsea Riverside Brasserie,51.48119092,-0.190206251,"Chelsea Harbour, Lots Rd.",,SW10 0XG,4fbc206de4b04771aea29e3f,Chelsea,Greater London,French Restaurant,French Restaurants,French,Chelsea,20
Chelsea / Earl's Court / Fulham ,Chelsea,Restaurant,Hawksmoor Knightsbridge,51.497438,-0.166833,3 Yeomans Row,,SW3 2AL,53a2dd2c498ec3cd5c807b74,London,Greater London,Steakhouse,Steakhouses,Steakhouse,,20
Chelsea / Earl's Court / Fulham ,Chelsea,Caf�,L'ETO Caffè,51.496661,-0.168792,243 Brompton Rd,,SW3 2EP,5453e1bc498eee46cdd2546e,London,Greater London,Café,Cafés,Café,,20
Chelsea / Earl's Court / Fulham ,Chelsea,Caf�,EL&N,51.49672792,-0.168651938,239 Brompton Rd,,SW3 2EP,5a26f1b82619ee3fcd50b351,Knightsbridge,Greater London,Café,Cafés,Café,,20
Chelsea / Earl's Court / Fulham ,Chelsea,Restaurant,MY & SANNE,51.497294,-0.167422,,,SW3 2EJ,5f820b99efc6ad595a770e4c,London,Greater London,Comfort Food Restaurant,Comfort Food Restaurants,Comfort Food,,20
Chertsey,Chertsey,Education,Salesian School Chertsey,51.381514,-0.51947756,Guildford road,,Kt16 9lu,4acd94a1f964a52052cc20e3,Chertsey,Surrey,High School,High Schools,High School,,5
Chertsey,Chertsey,Health,St. Peter's Hospital,51.37687002,-0.526782051,Guildford Rd,,KT16 0PZ,4b0262a5f964a520814822e3,Chertsey,Surrey,Hospital,Hospitals,Hospital,,5
Chertsey,Chertsey,Entertainment,Thorpe Park,51.40362323,-0.514855385,Staines Rd,,KT16 8PN,4b424c84f964a52000d125e3,Chertsey,Surrey,Theme Park,Theme Parks,Theme Park,,5
Chertsey,Chertsey,Entertainment,Stealth,51.40499543,-0.515607543,Thorpe Park,Staines Rd,KT16 8PN,4bb9ce877421a5938504c340,Chertsey,Surrey,Theme Park Ride / Attraction,Theme Park Rides/Attractions,Theme Park,,5
Chertsey,Chertsey,Entertainment,SAW Alive,51.40347088,-0.512054262,Thorpe Park,Staines Rd,KT16 8PN,4bba01d1cf2fc9b6f5ffa002,Chertsey,Surrey,Theme Park Ride / Attraction,Theme Park Rides/Attractions,Theme Park,,5
Chertsey,Chertsey,Entertainment,Rush,51.4043202,-0.512483223,Thorpe Park,Staines Rd,KT16 8PN,4bbc6b14e436ef3bb6795664,Chertsey,Surrey,Theme Park Ride / Attraction,Theme Park Rides/Attractions,Theme Park,,5
Chertsey,Chertsey,Entertainment,Rocky Express,51.40230959,-0.51338064,Thorpe Park,Staines Rd,KT16 8PN,4bbdebf6a8cf76b0b254b2fd,Chertsey,Surrey,Theme Park Ride / Attraction,Theme Park Rides/Attractions,Theme Park,,5
Chertsey,Chertsey,Entertainment,Samurai,51.40257827,-0.51249379,Thorpe Park,Staines Rd,KT16 8PN,4be94860d837c9b64f33a606,Chertsey,Surrey,Theme Park Ride / Attraction,Theme Park Rides/Attractions,Theme Park,,5
Chertsey,Chertsey,Entertainment,Quantum,51.40454589,-0.512394587,Thorpe Park,Staines Rd,KT16 8PN,4be96f36c5220f470ed0aaca,Chertsey,Surrey,Theme Park Ride / Attraction,Theme Park Rides/Attractions,Theme Park,,5
Chertsey,Chertsey,Entertainment,Mr Monkey's Banana Ride,51.40346753,-0.514798502,Thorpe Park,Staines Rd,KT16 8PN,4c5d45377f661b8d54d24a1c,Chertsey,Surrey,Theme Park Ride / Attraction,Theme Park Rides/Attractions,Theme Park,,5
Chertsey,Chertsey,Entertainment,Storm In A Tea Cup,51.40425676,-0.515901415,Thorpe Park,Staines Rd,KT16 8PN,4d8386828de9721e73d41d51,Chertsey,Surrey,Theme Park Ride / Attraction,Theme Park Rides/Attractions,Theme Park,,5
Chertsey,Chertsey,Education,Sir William Perkins School,51.3871051,-0.511991394,Guildford Road,,KT16 9BN,4efed17b93adc82457cb9fb7,Chertsey,Surrey,High School,High Schools,High School,,5
Chertsey,Chertsey,Entertainment,The Swarm,51.40557559,-0.515457677,Thorpe Park,Staines Rd,KT16 8PN,4f5b3042e4b035e313489896,Chertsey,Surrey,Theme Park Ride / Attraction,Theme Park Rides/Attractions,Theme Park,,5
Chertsey,Chertsey,Entertainment,Wet Wet Wet,51.4039725,-0.512985164,Thorpe Park,Staines Rd,KT16 8PN,4fdb4c54e4b08b8160a66eac,Chertsey,Surrey,Theme Park Ride / Attraction,Theme Park Rides/Attractions,Theme Park,,5
Chertsey,Chertsey,Entertainment,Angry Birds 4D Experience,51.4041411,-0.515113865,Thorpe Park,Staines Rd,KT16 8PN,537b093b498e043d38104765,Chertsey,Surrey,Theme Park Ride / Attraction,Theme Park Rides/Attractions,Theme Park,,5
Chertsey,Chertsey,Entertainment,Amity Beach,51.40469409,-0.513567924,Thorpe Park,Staines Rd,KT16 8PN,56fd6404498e5ece948bd1e2,Chertsey,Surrey,Theme Park Ride / Attraction,Theme Park Rides/Attractions,Theme Park,,5
Chertsey,Chertsey,Entertainment,The Jungle,51.40423898,-0.516142845,Thorpe Park,Staines Rd,KT16 8PN,56fd6a13498ecb7b7ff4364c,Chertsey,Surrey,Theme Park,Theme Parks,Theme Park,,5
Chertsey,Chertsey,Entertainment,Platform No.15,51.40208,-0.513535,Thorpe Park,Staines Rd,,57f7f36c498e466c1b1034ab,Chertsey,Surrey,Theme Park Ride / Attraction,Theme Park Rides/Attractions,Theme Park,,5
Chertsey,Chertsey,Health,Emergency Department,51.376834,-0.526595,St Peters Hospital,Guildford Rd,K T16,590246f335d3fc7ff2dd12fa,Chertsey,Surrey,Emergency Room,Emergency Rooms,Emergency Room,,5
Chertsey,Chertsey,Entertainment,Timber Tug Boat,51.40199346,-0.51349014,Thorpe Park,Staines Rd,KT16 8PN,59358f5031ac6c234ecc92c8,Chertsey,Surrey,Theme Park Ride / Attraction,Theme Park Rides/Attractions,Theme Park,,5
Chertsey,Chertsey,Entertainment,The Walking Dead: The Ride,51.40337559,-0.51333189,Thorpe Park,Staines Rd,KT16 8PN,5a9c7009db1d812223cf1661,Chertsey,Surrey,Theme Park Ride / Attraction,Theme Park Rides/Attractions,Theme Park,,5
Chertsey,Chertsey,Entertainment,The Dock Yard,51.40342244,-0.513755679,Thorpe Park,Staines Rd,KT16 8PN,5ac2330c3c858d575632f912,Chertsey,Surrey,Theme Park,Theme Parks,Theme Park,,5
Chertsey,Chertsey,Health,Neurophysiology Department,51.377128,-0.525425,St. Peters Hospital,,KT16 9RU,6037c44c5aaee35229bc1230,Chertsey,Surrey,Hospital Ward,Hospital Wards,Hospital Ward,,5
Chertsey,Chertsey,Health,Nuclear Medicine Department,51.377196,-0.525652,St. Peters Hospital,,KT16 9RU,603f55592b73904d9c5bb3e6,Chertsey,Surrey,Hospital Ward,Hospital Wards,Hospital Ward,,5
Chertsey,Chertsey,Health,Ct Scan Department,51.377058,-0.525637,St. Peters Hospital,,KT16 9RU,603f5812fa3495799f616b72,Chertsey,Surrey,Hospital Ward,Hospital Wards,Hospital Ward,,5
Chertsey,Chertsey,Health,Julie Andrews Unit,51.377275,-0.525261,St. Peters Hospital,,KT16 9RU,603f58be4e80003efaba402b,Chertsey,Surrey,Hospital Ward,Hospital Wards,Hospital Ward,,5
Chertsey,Chertsey,Health,TIA Clinic,51.376954,-0.525667,St. Peters Hospital,,KT16 9RU,603f785477f52c5d34962cf7,Chertsey,Surrey,Hospital Ward,Hospital Wards,Hospital Ward,,5
Enfield / Upper Edmonton / Barnet,Cheshunt,Health,Cheshunt Community Hospital,51.69947218,-0.033209813,King Arthur Court,,EN8 8XN,4cd3fb776be6a14322b09702,Cheshunt,Hertfordshire,Hospital,Hospitals,Hospital,,19
Chessington  / Cobham,Chessington,Entertainment,Chessington World of Adventures Resort,51.3472173,-0.3192127,Leatherhead Rd,,KT9 2NE,4ac518f8f964a52000b020e3,Chessington,Greater London,Theme Park,Theme Parks,Theme Park,,24
Chessington  / Cobham,Chessington,Entertainment,Seastorm,51.34814611,-0.31667466,Chessington World of Adventures,Leatherhead Rd,KT9 2NE,4bb5f040ef159c742b3075f7,Greater London,Greater London,Theme Park Ride / Attraction,Theme Park Rides/Attractions,Theme Park,,24
Chessington  / Cobham,Chessington,Entertainment,Rattlesnake,51.34889722,-0.317749321,Chessington World of Adventures,Leatherhead Rd,KT9 2NE,4bb8b01e314e9521d9a2489d,Greater London,Greater London,Theme Park Ride / Attraction,Theme Park Rides/Attractions,Theme Park,,24
Chessington  / Cobham,Chessington,Entertainment,Vampire,51.34697491,-0.315961004,Chessington World of Adventures,Leatherhead Rd,KT9 2NE,4bb8c5ea314e952162bc489d,Chessington,Greater London,Theme Park Ride / Attraction,Theme Park Rides/Attractions,Theme Park,,24
Chessington  / Cobham,Chessington,Entertainment,Carousel,51.34818138,-0.317235485,Chessington World of Adventures,Leatherhead Rd,KT9 2NE,4bc1d11f4cdfc9b6f8119521,Chessington,Greater London,Theme Park Ride / Attraction,Theme Park Rides/Attractions,Theme Park,,24
Chessington  / Cobham,Chessington,Entertainment,Sea Dragons,51.34792507,-0.318249464,Chessington World of Adventures,Leatherhead Rd,KT9 2NE,4bc1d6504cdfc9b645179521,Chessington,Greater London,Theme Park Ride / Attraction,Theme Park Rides/Attractions,Theme Park,,24
Chessington  / Cobham,Chessington,Entertainment,Flying Jumbos,51.3491638,-0.318412114,Chessington World of Adventures,Leatherhead Rd,KT9 2NE,4c14b342a1010f4720d64c18,Chessington,Greater London,Theme Park Ride / Attraction,Theme Park Rides/Attractions,Theme Park,,24
Chessington  / Cobham,Chessington,Entertainment,Jungle Bus,51.347768,-0.319474,Chessington World of Adventures,Leatherhead Rd,KT9 2NE,4c14fbd7b7b9c9280d1eac37,Greater London,Greater London,Theme Park Ride / Attraction,Theme Park Rides/Attractions,Theme Park,,24
Chessington  / Cobham,Chessington,Entertainment,Lorikeet Lagoon,51.34796256,-0.321126064,Chessington World of Adventures,Leatherhead Rd,KT9 2NE,4deccba4b0fb8293f80f5d3c,Chessington,Greater London,Theme Park Ride / Attraction,Theme Park Rides/Attractions,Theme Park,,24
